S No., Constraints, Programs, Exec. Time
1507,(or (= x y) (= x y)),unknown,112787
1508,(or (= y (+ (f y y) (f y y))) (>= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),113944
1509,(and (<= (f x y) (- y x)) (<= (f x y) (- y x))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),114853
1510,(or (> y (+ (+ (f y y) (f y y)) y)) (> y (+ (+ (f y y) (f y y)) y))),(define-fun f ((x Int) (y Int)) Int (- 1)),113331
1511,(or (> (- x y) x) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),105858
1512,(or (= (+ x (- y y)) (+ x (- y y))) (>= (- y y) x)),(define-fun f ((x Int) (y Int)) Int 0),111624
1513,(or (>= x (- y x)) (>= x (- y x))),unknown,108500
1514,(or (< y (- (f y x) x)) (< y (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x y)),123186
1515,(or (< y (+ y (- (f y x) y))) (< y (+ y (- (f y x) y)))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),123237
1516,(and (> (+ x (f x y)) (f x y)) (= y y)),unknown,118969
1517,(or (>= (- y y) (- y x)) (>= (- y y) (- y x))),unknown,105952
1518,(or (>= (+ x (f x y)) y) (< (f x y) (+ x (f x y)))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),120082
1519,(and (= x x) (= (+ y y) (- (+ y y) x))),unknown,112470
1520,(and (< y (f x y)) (< y (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),110415
1521,(and (< (- x x) (f x x)) (< (- x x) (f x x))),(define-fun f ((x Int) (y Int)) Int 1),104876
1522,(or (< (- (f y x) x) y) (< (- (f y x) x) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x y)),118086
1523,(and (>= x x) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),104355
1524,(or (<= x (f x x)) (<= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),113086
1525,(or (<= x x) (>= x y)),(define-fun f ((x Int) (y Int)) Int 0),108468
1526,(or (<= (f x y) y) (<= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),93802
1527,(or (< (+ x (f x y)) (f x y)) (< (+ x (f x y)) (f x y))),unknown,108167
1528,(and (<= x (- (f y y) (f y y))) (<= x (- (f y y) (f y y)))),unknown,107044
1529,(or (< (+ y y) (f y x)) (< (+ y y) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* 2 x))),123089
1530,(and (<= y (f y x)) (< y y)),unknown,109051
1531,(and (>= (+ (f x x) x) (+ (f x x) x)) (= x (+ (f x x) x))),(define-fun f ((x Int) (y Int)) Int 0),111250
1532,(and (> x (- x x)) (< (- x x) (f x y))),unknown,111984
1533,(or (= (+ x y) x) (> y y)),unknown,116782
1534,(and (= y (- y y)) (<= (f x x) y)),unknown,111313
1535,(or (> (- y y) (f x y)) (> (- y y) (f x y))),(define-fun f ((x Int) (y Int)) Int (- 1)),114596
1536,(or (< (- (- x x) (f y y)) x) (<= (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),101763
1537,(or (> x (- y (f x x))) (< (- y (f x x)) y)),(define-fun f ((x Int) (y Int)) Int 1),108549
1538,(and (< y y) (< y y)),unknown,103909
1539,(and (<= (f x y) y) (= x y)),unknown,117037
1540,(and (= (f y x) y) (= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),108971
1541,(and (= y (f y x)) (= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),103216
1542,(or (> (+ y x) y) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),121079
1543,(or (> (- y (f y x)) y) (> (- y (f y x)) y)),(define-fun f ((x Int) (y Int)) Int (- 1)),106241
1544,(or (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),109092
1545,(or (<= x x) (= y x)),(define-fun f ((x Int) (y Int)) Int 0),105992
1546,(and (<= (+ y y) x) (<= (+ y y) x)),unknown,107086
1547,(and (< y (f x x)) (> (- x x) x)),unknown,106309
1548,(and (= x y) (= x y)),unknown,114736
1549,(and (<= (+ (f y x) y) (- y (+ (f y x) y))) (< (+ (f y x) y) y)),(define-fun f ((x Int) (y Int)) Int (ite (>= x 3) (div (* (- 1) x) 2) (- 1))),121106
1550,(or (>= x x) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),105682
1551,(and (>= (+ y (f x x)) y) (>= (+ y (f x x)) y)),(define-fun f ((x Int) (y Int)) Int 0),115932
1552,(and (>= (- y x) (f x y)) (> y (f x y))),(define-fun f ((x Int) (y Int)) Int (ite (>= x 2) (+ (* (- 1) x) y) (+ (- 1) y))),110177
1553,(and (<= (- y (f x y)) y) (<= (- y (f x y)) y)),(define-fun f ((x Int) (y Int)) Int 0),112694
1554,(and (< x x) (< x x)),unknown,109953
1555,(or (> x (- (+ y (f x x)) y)) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),113820
1556,(or (< (f x x) (+ (f x x) y)) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),112228
1557,(or (< y y) (< y y)),unknown,109838
1558,(or (>= x y) (>= x y)),unknown,105612
1559,(and (= (- y y) (f y x)) (= (- y y) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),105607
1560,(and (< x (+ (f x x) x)) (< x (+ (f x x) x))),(define-fun f ((x Int) (y Int)) Int 1),111248
1561,(and (<= y (f x y)) (<= x x)),(define-fun f ((x Int) (y Int)) Int y),111322
1562,(and (>= y (f y y)) (>= y (f y y))),(define-fun f ((x Int) (y Int)) Int x),107346
1563,(or (> (- (f y y) y) (+ x y)) (> (- (f y y) y) (+ x y))),unknown,110222
1564,(and (<= (- (f y y) y) (- x x)) (> (- x x) y)),unknown,113004
1565,(or (<= y (f x x)) (<= (f x x) (+ y x))),Timeout,147179
1566,(or (> x (f x y)) (< (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),111744
1567,(and (>= (+ (+ y y) (+ y y)) (+ y y)) (< (+ y y) x)),unknown,106318
1568,(or (= (+ (f x x) x) x) (< x x)),(define-fun f ((x Int) (y Int)) Int 0),114489
1569,(and (= x (f y y)) (= x (f y y))),Timeout,145142
1570,(or (< x (f y y)) (< x (f y y))),unknown,109079
1571,(and (= (f y y) y) (= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),110617
1572,(or (= (- x (f x y)) (- (- x (f x y)) y)) (= (- x (f x y)) (- (- x (f x y)) y))),unknown,118562
1573,(and (< (- y (f x x)) (- (f x x) y)) (= (- y (f x x)) y)),unknown,107509
1574,(and (<= y (f x y)) (>= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),159741
1575,(or (< y y) (< y y)),unknown,190694
1576,(or (<= x x) (= (f x x) y)),(define-fun f ((x Int) (y Int)) Int 0),79440
1577,(and (> x (f x y)) (<= (f x y) (+ (f x y) x))),unknown,112324
1578,(or (>= (f y y) (f y y)) (= x (- (f y y) (f y y)))),(define-fun f ((x Int) (y Int)) Int 0),118594
1579,(or (<= y y) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),106160
1580,(or (> (- x (- x (f y y))) (f y y)) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),111580
1581,(or (<= y (+ x (f y x))) (<= y (+ x (f y x)))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),113167
1582,(and (< x (f y y)) (< x (f y y))),unknown,104418
1583,(and (> (+ (f x x) y) y) (< x (- x (+ (f x x) y)))),unknown,122246
1584,(and (= x y) (<= (f x y) y)),unknown,117127
1585,(and (<= (- x x) y) (= (f x y) y)),unknown,103203
1586,(and (>= (+ y x) x) (>= (+ y x) x)),unknown,113907
1587,(or (>= y (f y y)) (< (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int x),115907
1588,(or (>= (f x y) y) (>= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),107589
1589,(or (<= x (- (f x y) (f x y))) (> y y)),unknown,108867
1590,(and (<= (- (+ y (f y y)) (+ y (f y y))) x) (<= (- (+ y (f y y)) (+ y (f y y))) x)),unknown,102466
1591,(and (= (+ x y) (+ x y)) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),108536
1592,(or (<= x x) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),104901
1593,(or (> x (+ x x)) (= x y)),unknown,126837
1594,(and (> (f x y) x) (<= x (- x (f x y)))),unknown,115731
1595,(or (>= (+ (f y x) (f y x)) (+ (f y x) (f y x))) (>= (+ (f y x) (f y x)) (+ (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),110931
1596,(and (= x (+ x (f y y))) (= x (+ x (f y y)))),(define-fun f ((x Int) (y Int)) Int 0),117561
1597,(or (> (f x x) (+ (f x x) x)) (> (+ (f x x) x) (f x x))),unknown,112921
1598,(or (< (f x y) (f x y)) (< y x)),unknown,97307
1599,(or (> y x) (<= x (- (+ y y) (f x x)))),Timeout,144990
1600,(and (>= y (f y y)) (>= y (f y y))),(define-fun f ((x Int) (y Int)) Int x),111448
1601,(and (>= (f x y) y) (< (- y y) (+ (- y y) (- y y)))),unknown,109422
1602,(or (<= y x) (<= y x)),unknown,103308
1603,(and (< (- x x) y) (>= (f y y) (- x x))),unknown,112845
1604,(and (<= (f x x) x) (<= (f x x) x)),(define-fun f ((x Int) (y Int)) Int x),110376
1605,(and (>= (f x y) y) (>= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),106872
1606,(or (< x (f x y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),113211
1607,(or (<= y (+ y (- x x))) (> y y)),(define-fun f ((x Int) (y Int)) Int 0),101574
1608,(or (> x (+ y (f y y))) (= (+ y (f y y)) (+ y (f y y)))),(define-fun f ((x Int) (y Int)) Int 0),104888
1609,(or (<= (- (f y y) y) x) (<= (- (f y y) y) x)),unknown,106945
1610,(or (= (- (+ (f y x) (f y x)) y) x) (<= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),122068
1611,(or (>= (+ (f x y) x) y) (>= x (+ (f x y) x))),(define-fun f ((x Int) (y Int)) Int 0),109790
1612,(or (= (f x y) (+ (f x y) x)) (= (f x y) (+ (f x y) x))),unknown,114806
1613,(and (> (f x x) x) (< (f x x) (f x x))),unknown,106110
1614,(and (>= (+ (f x x) x) x) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),109460
1615,(or (>= (+ (f x y) x) y) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),103520
1616,(and (> (- (f y y) (f y y)) (f y y)) (> (+ x x) (- (f y y) (f y y)))),unknown,115779
1617,(or (< (- (f x y) y) (- (f x y) y)) (< (- (f x y) y) (- (f x y) y))),unknown,107294
1618,(and (> (- y (f y y)) (+ (f y y) (- y (f y y)))) (<= (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int (- 1)),117459
1619,(or (< (f x x) (f x x)) (< (f x x) (f x x))),unknown,107371
1620,(and (= (f x y) (- y x)) (= (f x y) (- y x))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),94413
1621,(and (<= (f y x) (f y x)) (<= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),110019
1622,(and (= (f x y) y) (< (- y x) (f x y))),unknown,114875
1623,(and (< x x) (< x x)),unknown,108858
1624,(and (>= (+ x y) x) (> (f y x) (- (+ x y) (+ x y)))),unknown,107186
1625,(and (= y (f y y)) (>= y (f y y))),(define-fun f ((x Int) (y Int)) Int x),126802
1626,(or (<= (- y (f x y)) (- x y)) (<= (- y (f x y)) (- x y))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) (* 2 y))),118626
1627,(or (= y (f y x)) (= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),104022
1628,(and (= (- (- x y) y) (- x y)) (>= x x)),unknown,114414
1629,(or (= (- (f y y) y) (f y y)) (> (- (- (f y y) y) (f y y)) (- (f y y) y))),(define-fun f ((x Int) (y Int)) Int (- 1)),113367
1630,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),106378
1631,(or (> x (f x y)) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),116582
1632,(or (>= x (f x x)) (> y (- (f x x) x))),(define-fun f ((x Int) (y Int)) Int x),117219
1633,(or (> x (+ x (- x (f x x)))) (> x (+ x (- x (f x x))))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),109619
1634,(or (< y y) (< y y)),unknown,109390
1635,(and (< y x) (< y x)),unknown,113658
1636,(or (>= x (f x x)) (= (f x x) y)),(define-fun f ((x Int) (y Int)) Int x),113958
1637,(or (<= (+ (+ y y) (f y y)) (+ (+ y y) (f y y))) (>= (f y y) (+ y y))),(define-fun f ((x Int) (y Int)) Int 0),112787
1638,(and (= (f y y) y) (>= (+ (f y y) y) y)),unknown,99693
1639,(and (= y x) (= y x)),unknown,113750
1640,(and (>= (+ y (f x x)) (f x x)) (>= y y)),unknown,107322
1641,(and (> (+ x y) (+ x y)) (<= y x)),unknown,105882
1642,(and (< (- x (f x x)) x) (<= y (f x x))),unknown,109221
1643,(and (<= (f x y) (f x y)) (< (- x x) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),110778
1644,(and (< y x) (<= y x)),unknown,106081
1645,(or (> x (f y x)) (>= (+ (f y x) x) y)),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),114585
1646,(or (< y (f x y)) (<= y (- x x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),113224
1647,(and (<= x x) (= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),114746
1648,(or (> (- (f y y) (f y y)) y) (> (- (f y y) (f y y)) y)),unknown,115405
1649,(or (>= (- (f y y) y) (- (f y y) y)) (>= (- (f y y) y) (- (f y y) y))),(define-fun f ((x Int) (y Int)) Int 0),113295
1650,(or (<= (- (f y x) y) (- (f y x) y)) (< (f y x) y)),(define-fun f ((x Int) (y Int)) Int 0),103838
1651,(or (> y (f y y)) (> y (f y y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),119460
1652,(and (> y (+ (f y y) y)) (= y x)),unknown,112967
1653,(or (<= y (f x y)) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),116427
1654,(and (> (- x x) (- x x)) (< (- x x) (- x x))),unknown,104289
1655,(and (<= (f y y) (f y y)) (<= (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),105708
1656,(or (>= y y) (>= y y)),(define-fun f ((x Int) (y Int)) Int 0),104201
1657,(and (>= (- x (f x x)) (- x (f x x))) (>= y (f x x))),unknown,109535
1658,(and (< x (- x x)) (< x (- x x))),unknown,106141
1659,(or (> x (+ y y)) (> x (+ y y))),unknown,115513
1660,(or (< (+ y x) (+ (f x y) (f x y))) (<= (+ (f x y) (f x y)) x)),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (+ 1 x y))) (let ((_let_1 (div _let_0 2))) (let ((_let_2 (* (- 2) _let_1))) (ite (and (>= (+ x y _let_2) 0) (not (>= (+ x _let_2) 0))) (div (+ 2 x y) 2) _let_1))))),141547
1661,(and (> x y) (= x x)),unknown,120284
1662,(and (< y x) (< y x)),unknown,126117
1663,(and (<= (f y x) (- y y)) (> (- x x) x)),unknown,115079
1664,(and (<= x x) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),105785
1665,(and (> x y) (= (f y y) (f y y))),unknown,104722
1666,(and (> x (+ (f y y) y)) (< x y)),unknown,107433
1667,(or (<= y (- y (f x y))) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int 0),111061
1668,(and (< x x) (<= (- y x) (f y x))),unknown,108228
1669,(and (< (+ x y) y) (> (f x x) y)),unknown,116473
1670,(or (<= (f x y) x) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),116284
1671,(or (<= y x) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),122021
1672,(or (< (- (f x x) (f x x)) (- (f x x) (f x x))) (= x y)),unknown,147594
1673,(and (> x (- x y)) (> x (- x y))),unknown,133447
1674,(and (< (+ y x) (f y y)) (< (+ y x) (f y y))),unknown,143400
1675,(and (>= (- y (f x y)) y) (= (- y (f x y)) (+ (f x y) x))),unknown,144977
1676,(or (> (+ x x) y) (> x (+ x x))),unknown,117186
1677,(or (= (f y y) (- (- y (f y y)) (- y (f y y)))) (= (f y y) (- (- y (f y y)) (- y (f y y))))),(define-fun f ((x Int) (y Int)) Int 0),117683
1678,(or (<= (- y (f y x)) (f y x)) (>= (- y (f y x)) (f y x))),(define-fun f ((x Int) (y Int)) Int (div (+ 1 x) 2)),109932
1679,(or (< y y) (< y y)),unknown,111390
1680,(or (<= x x) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),109044
1681,(and (= (- x y) x) (= (- x y) x)),unknown,114077
1682,(and (> y (- y x)) (> y (- y x))),unknown,106159
1683,(and (> y (- (- y y) x)) (> x (- y y))),unknown,107805
1684,(and (>= (- y y) (- y y)) (>= (- y y) (- y y))),(define-fun f ((x Int) (y Int)) Int 0),109035
1685,(and (>= (f x y) x) (> x (f x y))),unknown,116384
1686,(and (< (+ y x) x) (> (- x y) (f y x))),unknown,108104
1687,(and (<= (f y y) y) (> (- x x) (- x x))),unknown,109151
1688,(or (< x (f y x)) (< x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),111748
1689,(and (= y (f y x)) (>= x x)),(define-fun f ((x Int) (y Int)) Int x),109333
1690,(or (<= x (f y x)) (<= (+ x (f y x)) x)),(define-fun f ((x Int) (y Int)) Int 0),115350
1691,(or (> y (f x y)) (> y (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),119341
1692,(and (<= (f x y) (f x y)) (<= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),108694
1693,(or (>= x x) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),106982
1694,(and (= x y) (= x y)),unknown,110377
1695,(and (= y (- (f x y) x)) (>= (f x y) y)),unknown,116323
1696,(or (>= (- (f x x) (f x x)) (- (f x x) (f x x))) (< x (f x x))),(define-fun f ((x Int) (y Int)) Int 0),109145
1697,(and (<= (+ (f x x) (f x x)) (f x x)) (>= y (+ (+ (f x x) (f x x)) y))),(define-fun f ((x Int) (y Int)) Int 0),116047
1698,(and (>= (- (+ (f x x) (f x x)) (f x x)) (- (+ (f x x) (f x x)) (f x x))) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),103720
1699,(and (< x (f y x)) (< x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),112170
1700,(or (> y (+ (f x x) x)) (> y (f x x))),unknown,104352
1701,(and (> y (- (f y y) (f y y))) (> y (- (f y y) (f y y)))),unknown,108299
1702,(or (< (f y x) (+ (f y x) y)) (= (f y x) (- y (+ (f y x) y)))),(define-fun f ((x Int) (y Int)) Int 0),115558
1703,(and (= (+ x x) (+ x x)) (= (+ x x) (+ x x))),(define-fun f ((x Int) (y Int)) Int 0),105371
1704,(or (<= (+ (- (f y x) y) (f y x)) (+ (- (f y x) y) (f y x))) (>= x y)),(define-fun f ((x Int) (y Int)) Int 0),108387
1705,(and (> y (f x y)) (> y (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),116233
1706,(and (< y (f x y)) (<= x (- (f x y) y))),(define-fun f ((x Int) (y Int)) Int (ite (>= x 2) (+ x y) (+ 1 y))),120608
1707,(or (= (- y (f y x)) (+ x x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),98413
1708,(and (>= (+ y y) y) (<= y y)),unknown,102624
1709,(or (>= x y) (>= x y)),unknown,109134
1710,(or (>= (+ y (f x y)) y) (>= (+ y (f x y)) (- y y))),(define-fun f ((x Int) (y Int)) Int 0),102995
1711,(or (< (f x x) x) (< (f x x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),107963
1712,(or (= (+ x (f y x)) (+ x (f y x))) (= (+ x (f y x)) (+ x (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),102667
1713,(or (> (f y x) y) (> (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),112344
1714,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),108789
1715,(or (<= (f x y) y) (> (f x y) y)),(define-fun f ((x Int) (y Int)) Int 0),107481
1716,(or (<= (f y x) (- x y)) (<= (f y x) (- x y))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),127141
1717,(and (< x (f y x)) (< y (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int (ite (>= x 0) (+ 1 x y) (+ 1 y))),127851
1718,(and (> x (+ x x)) (> x (+ x x))),unknown,138108
1719,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),106072
1720,(and (>= x y) (< (f x y) (- (f x y) y))),unknown,112330
1721,(and (< (+ (f y x) y) x) (< (+ (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* (- 1) x) y)),114729
1722,(and (< (- (f y y) (f y y)) (- (f y y) y)) (> y x)),unknown,108462
1723,(and (< (- x x) x) (< (- x x) x)),unknown,108900
1724,(and (<= (f x y) (f x y)) (< (+ y x) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x y)),128889
1725,(or (< y (+ (f y x) x)) (< y (+ (f y x) x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),114005
1726,(or (< (- x y) x) (> x x)),unknown,110579
1727,(and (< (f x y) x) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),109529
1728,(or (> y (f x y)) (< y y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),109137
1729,(and (> (f y x) x) (> (+ (f y x) y) y)),(define-fun f ((x Int) (y Int)) Int (ite (>= y 1) (+ 1 y) 1)),122966
1730,(or (>= (+ (f x y) (f x y)) (+ (f x y) (f x y))) (>= (+ (f x y) (f x y)) (+ (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),109775
1731,(or (= y (f y y)) (= y (f y y))),(define-fun f ((x Int) (y Int)) Int x),108379
1732,(and (>= (- x (f x y)) (f x y)) (>= (- x (f x y)) (f x y))),(define-fun f ((x Int) (y Int)) Int (div x 2)),109798
1733,(and (= (f y x) (- x x)) (= (f y x) (- x x))),(define-fun f ((x Int) (y Int)) Int 0),110325
1734,(and (> (f x x) (+ y y)) (> (f x x) (+ y y))),Timeout,148193
1735,(or (> (f y x) (f y x)) (> (f y x) (f y x))),unknown,145985
1736,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),106004
1737,(and (<= (+ (f y y) y) (f y y)) (= (f y y) x)),unknown,124329
1738,(and (> x y) (> x y)),unknown,114506
1739,(and (>= y y) (>= y y)),(define-fun f ((x Int) (y Int)) Int 0),94430
1740,(or (>= x y) (< y (f y y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),106121
