S No., Constraints, Programs, Exec. Time
2525,(or (>= (- x x) y) (>= (- x x) y)),unknown,39678
2526,(or (<= (+ (f x x) (f x x)) (+ (f x x) (f x x))) (<= (+ (f x x) (f x x)) (+ (f x x) (f x x)))),(define-fun f ((x Int) (y Int)) Int 0),66096
2527,(or (<= (f x y) (- y y)) (= y x)),(define-fun f ((x Int) (y Int)) Int 0),114805
2528,(and (<= x (+ x (f x x))) (<= x (+ x (f x x)))),(define-fun f ((x Int) (y Int)) Int 0),47354
2529,(and (= y y) (> (f x x) y)),unknown,44484
2530,(and (< (f y x) (f y x)) (<= (f y x) y)),unknown,43051
2531,(or (< y y) (<= (+ (f y x) y) (f y x))),unknown,42090
2532,(and (> y (f y y)) (> x (+ x x))),unknown,45081
2533,(and (= (+ x x) y) (= (+ x x) y)),unknown,48469
2534,(or (< (- y (f y x)) (- y (f y x))) (< y x)),unknown,44040
2535,(and (>= (+ y y) (+ y y)) (= (- (f y y) (+ y y)) y)),(define-fun f ((x Int) (y Int)) Int (* 3 x)),45821
2536,(and (>= (+ y (f y x)) y) (<= (+ y (f y x)) (f y x))),unknown,44496
2537,(or (<= (f y y) x) (<= (f y y) x)),unknown,43208
2538,(and (> (- x (f x y)) (- x (f x y))) (> (- x (f x y)) (- x (f x y)))),unknown,44992
2539,(and (<= x (- x (f x x))) (> y (- x (f x x)))),unknown,39996
2540,(and (> (f y x) (f y x)) (<= (f y x) (+ y (f y x)))),unknown,38517
2541,(or (> y (- y y)) (> y (- y y))),unknown,39187
2542,(or (>= x x) (> x (+ (+ y y) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),40864
2543,(or (= x y) (< (f x y) (- (f x y) x))),unknown,46948
2544,(and (<= y (- (f y y) y)) (= (+ y y) y)),unknown,45539
2545,(or (< (f x x) (+ y (- x (f x x)))) (<= (f x x) x)),(define-fun f ((x Int) (y Int)) Int x),43830
2546,(and (> x (- (f x y) (f x y))) (<= x (- (f x y) (f x y)))),unknown,43715
2547,(or (<= (f x x) x) (>= x (- x y))),(define-fun f ((x Int) (y Int)) Int x),47333
2548,(and (>= (f y y) x) (<= y (f y y))),unknown,45431
2549,(or (<= (- y (f x x)) y) (<= (- y (f x x)) y)),(define-fun f ((x Int) (y Int)) Int 0),46592
2550,(and (>= x (+ (f y y) y)) (= (f y y) (f y y))),unknown,43189
2551,(and (>= (f x x) (- (- (f x x) x) x)) (<= x x)),unknown,42980
2552,(or (>= (- x (f y y)) (- x (f y y))) (>= (- x (f y y)) (- x (f y y)))),(define-fun f ((x Int) (y Int)) Int 0),44008
2553,(and (>= x (+ (f x x) x)) (>= x (+ (f x x) x))),(define-fun f ((x Int) (y Int)) Int 0),45896
2554,(or (< (+ y y) (f x y)) (< (+ y y) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* 2 y))),49628
2555,(and (< (f x x) (f x x)) (< (f x x) (f x x))),unknown,43085
2556,(and (= (f x x) y) (= (f x x) y)),unknown,48956
2557,(or (> (f y x) y) (> (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),46788
2558,(or (< (- (+ x y) x) (- (+ x y) x)) (< (- (+ x y) x) (- (+ x y) x))),unknown,43170
2559,(and (>= (f y x) y) (>= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),48389
2560,(and (>= (+ (f x x) (f x x)) (- x (f x x))) (>= (- x (f x x)) x)),unknown,45042
2561,(or (> y (+ (f y x) x)) (> y (+ (f y x) x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x (* (- 1) y))),46801
2562,(or (> x (f x x)) (> x (f x x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),45934
2563,(and (= (f y x) (- (f y x) y)) (= (f y x) (- (f y x) y))),unknown,47190
2564,(and (= x y) (= x y)),unknown,44769
2565,(or (= (+ (f x y) (f x y)) (f x y)) (< y (+ (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),58513
2566,(and (>= x (- (f y x) x)) (= x (f y x))),unknown,46948
2567,(or (>= (- (f y x) y) x) (> y (- (f y x) y))),(define-fun f ((x Int) (y Int)) Int (+ x y)),42883
2568,(and (> (- y x) (- x x)) (> (- y x) y)),unknown,41012
2569,(or (<= y y) (> (- (f y x) (f y x)) (+ (f y x) (- (f y x) (f y x))))),(define-fun f ((x Int) (y Int)) Int 0),44342
2570,(or (< y y) (> x x)),unknown,44309
2571,(or (> y (f y x)) (> y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),44803
2572,(and (= y (f x y)) (= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),40584
2573,(or (= y x) (= y x)),unknown,46679
2574,(or (= x (f y y)) (>= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),43241
2575,(and (< (f x y) (f x y)) (< (f x y) y)),unknown,42390
2576,(or (< y (f x x)) (< y (f x x))),unknown,40301
2577,(and (= x (f y y)) (= x (f y y))),unknown,72733
2578,(and (> (- (- y (f x x)) y) x) (>= y (- y (f x x)))),unknown,45600
2579,(or (> (- x (f y x)) (- x (f y x))) (< (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),45695
2580,(and (>= (f y y) (f y y)) (>= (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),44506
2581,(or (< (f y x) y) (< (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),43297
2582,(or (< x (- (f x x) (f x x))) (> (+ (- (f x x) (f x x)) x) (f x x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),44891
2583,(and (= (f y y) y) (= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),42018
2584,(and (>= (f x x) (- x y)) (>= (f x x) (- x y))),unknown,42617
2585,(and (= x (- y y)) (> (+ (f x y) (f x y)) (- y y))),unknown,46103
2586,(or (< (- x (f x x)) (- (f x x) (f x x))) (< (- x (f x x)) (- (f x x) (f x x)))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),43894
2587,(or (>= (+ x (f x x)) (+ x (f x x))) (> x y)),(define-fun f ((x Int) (y Int)) Int 0),41371
2588,(and (= y (- (f x x) x)) (= x y)),unknown,43488
2589,(or (<= x (f y x)) (> y (+ y x))),(define-fun f ((x Int) (y Int)) Int y),42212
2590,(or (> (+ (f x y) (f x y)) (- y y)) (= (- y y) x)),(define-fun f ((x Int) (y Int)) Int 1),41212
2591,(and (>= x (- (f x x) x)) (<= (+ x y) (f x x))),unknown,48452
2592,(or (> x (- x y)) (> x (- x y))),unknown,45814
2593,(and (>= (+ (f x x) x) (f x x)) (<= x (+ (f x x) x))),unknown,45765
2594,(and (<= (- (f y y) x) (- (f y y) x)) (> x (- x (- (f y y) x)))),unknown,43586
2595,(and (>= y (f x x)) (>= y (f x x))),unknown,41465
2596,(or (<= (+ y (f x x)) (+ y (f x x))) (> y y)),(define-fun f ((x Int) (y Int)) Int 0),40400
2597,(and (>= x x) (<= x (f y y))),unknown,41380
2598,(and (= (+ x y) x) (= (+ x y) x)),unknown,44852
2599,(and (>= (f y x) (- y (f y x))) (>= (f y x) (- y (f y x)))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (div x 2))) (ite (>= (+ x (* (- 2) _let_0)) 1) (div (+ 1 x) 2) _let_0))),46800
2600,(and (>= y (- (f x y) (f x y))) (>= y (- (f x y) (f x y)))),unknown,42691
2601,(and (< x x) (>= y (+ y (- (f y x) (f y x))))),unknown,46469
2602,(or (= (+ (f y y) (f y y)) (+ x y)) (= (+ (f y y) (f y y)) (+ x y))),unknown,47110
2603,(or (< y y) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),42579
2604,(or (<= x (- x (f y x))) (<= x (- x (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),44638
2605,(or (> (f y y) (f y y)) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),48007
2606,(and (<= (+ (+ (f y x) (f y x)) (f y x)) x) (<= (+ (+ (f y x) (f y x)) (f y x)) x)),(define-fun f ((x Int) (y Int)) Int (div y 3)),52225
2607,(or (<= x y) (<= x y)),unknown,41675
2608,(and (<= y y) (<= (- x (f y y)) (- (f y y) y))),unknown,41117
2609,(or (< x x) (< x x)),unknown,41543
2610,(and (< x (- (f y x) (f y x))) (< x (- (f y x) (f y x)))),unknown,39200
2611,(or (> y x) (> y x)),unknown,40605
2612,(or (<= x x) (= (+ (+ x y) y) y)),(define-fun f ((x Int) (y Int)) Int 0),45783
2613,(or (>= y y) (<= x (f x y))),(define-fun f ((x Int) (y Int)) Int 0),47005
2614,(and (<= x y) (< (+ x x) y)),unknown,43953
2615,(or (> (f y x) x) (> (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),49409
2616,(or (>= (+ (- (f x x) x) (- (f x x) x)) (+ (- (f x x) x) (- (f x x) x))) (>= (+ (- (f x x) x) (- (f x x) x)) (+ (- (f x x) x) (- (f x x) x)))),(define-fun f ((x Int) (y Int)) Int 0),44372
2617,(and (< y (- x (f y x))) (< y (- x (f y x)))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* (- 1) x) y)),43627
2618,(and (= x (+ y (- y y))) (= x (+ y (- y y)))),unknown,43146
2619,(or (< y y) (<= (+ y y) (+ y y))),(define-fun f ((x Int) (y Int)) Int 0),40241
2620,(or (= x y) (= x y)),unknown,42606
2621,(and (> (- y (- x x)) y) (> (- y (- x x)) y)),unknown,42076
2622,(and (= x (- (+ y x) x)) (< (+ y x) x)),unknown,50159
2623,(and (> y x) (> y x)),unknown,44470
2624,(or (= (+ (f x y) y) y) (>= y (+ (f x y) y))),(define-fun f ((x Int) (y Int)) Int (- 1)),48804
2625,(or (= (- y x) (- y x)) (= (f y x) (- y x))),(define-fun f ((x Int) (y Int)) Int 0),42395
2626,(or (> x y) (> (- (f x y) y) (- (f x y) y))),unknown,40295
2627,(or (> (- (f y x) (f y x)) (f y x)) (>= (+ (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (- 1)),44258
2628,(or (<= (f x y) (f x y)) (<= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),40716
2629,(or (= y (f y y)) (= y (f y y))),(define-fun f ((x Int) (y Int)) Int x),40843
2630,(and (> y (f x y)) (= (+ y y) (f x y))),unknown,44737
2631,(and (= y (- (+ y (f x y)) y)) (<= (+ y (f x y)) x)),unknown,43778
2632,(or (> y (+ x (f x y))) (> y (+ x (f x y)))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* (- 1) x) y)),45031
2633,(and (> y y) (> y y)),unknown,47330
2634,(and (>= x (+ y y)) (<= y (f x x))),unknown,44593
2635,(and (> y y) (> (- y y) (f y x))),unknown,44296
2636,(or (< x y) (> (- y x) x)),unknown,43434
2637,(and (> y y) (>= x x)),unknown,42201
2638,(and (> x x) (< (f x x) (+ (f x x) (f x x)))),unknown,43150
2639,(or (<= (+ (f y y) (f y y)) (+ (f y y) (f y y))) (<= (- y y) y)),(define-fun f ((x Int) (y Int)) Int 0),39487
2640,(and (<= (- (f x x) y) (- x (- (f x x) y))) (<= (f x x) x)),Timeout,119554
2641,(and (<= (+ (f y y) (f y y)) (- y (f y y))) (= x (+ (f y y) (f y y)))),unknown,47050
2642,(or (<= (f y y) x) (<= (f y y) x)),unknown,44990
2643,(or (= (f x x) (f x x)) (>= x (+ y x))),(define-fun f ((x Int) (y Int)) Int 0),44475
2644,(or (>= (- y x) (- y x)) (> y x)),(define-fun f ((x Int) (y Int)) Int 0),41643
2645,(and (< (- x y) (+ x (f y y))) (< (+ x (f y y)) (f y y))),unknown,42939
2646,(and (> (+ (f x y) (f x y)) y) (> (+ (f x y) (f x y)) y)),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (+ 1 y))) (let ((_let_1 (div _let_0 2))) (ite (>= (+ y (* (- 2) _let_1)) 0) (div (+ 2 y) 2) _let_1)))),46285
2647,(or (> (+ (f x y) x) (- x (+ (f x y) x))) (> (+ (f x y) x) (f x y))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (* (- 1) x))) (let ((_let_1 (+ 1 _let_0))) (let ((_let_2 (div _let_1 2))) (ite (and (not (>= x 1)) (not (>= x (- 1)))) (ite (>= (+ x (* 2 _let_2)) 1) _let_2 (div (+ 2 _let_0) 2)) 1))))),48701
2648,(or (> x (f x y)) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),44508
2649,(and (<= y (- y (f y y))) (<= y (- y (f y y)))),(define-fun f ((x Int) (y Int)) Int 0),43639
2650,(or (>= (+ y (- x (f y x))) (+ y (- x (f y x)))) (> y (f y x))),(define-fun f ((x Int) (y Int)) Int 0),40376
2651,(and (< (f y x) (+ y x)) (> (+ x (f y x)) (f y x))),unknown,39428
2652,(or (> x x) (> x x)),unknown,41287
2653,(and (>= (f y x) (f y x)) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),45154
2654,(and (< y (- y y)) (< y (- y y))),unknown,44044
2655,(and (>= (- (f x y) (f x y)) (f x y)) (>= (- (f x y) (f x y)) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),46158
2656,(and (> (f x x) (f x x)) (= y x)),unknown,43503
2657,(or (< (f x y) x) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),47030
2658,(or (< (f y x) x) (< (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),51796
2659,(and (<= y (- y (f x x))) (<= y (- y (f x x)))),(define-fun f ((x Int) (y Int)) Int 0),45600
2660,(and (< y (- (+ y y) x)) (< y (- (+ y y) x))),unknown,43045
2661,(and (= (+ (f x x) x) (+ (f x x) x)) (> x y)),unknown,40632
2662,(and (= x (f x x)) (> y (f x x))),unknown,44318
2663,(or (>= (- x y) (f x y)) (>= (- x y) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),41372
2664,(or (> y (f y y)) (= (+ (f y y) x) x)),(define-fun f ((x Int) (y Int)) Int (ite (and (= x y) (not (>= y 0))) (+ (- 1) y) (- 1))),50913
2665,(and (< (f y y) (f y y)) (< y y)),unknown,43026
2666,(or (< y (f y x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),47206
2667,(or (= x (f x x)) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),45063
2668,(or (< x (- x x)) (>= x y)),unknown,43256
2669,(and (<= (f y y) (- (f y y) (f y y))) (>= (f y y) x)),unknown,45398
2670,(or (= (- y y) (f x x)) (= (- y y) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),45853
2671,(and (< y (- y (f y x))) (< y (- y (f y x)))),(define-fun f ((x Int) (y Int)) Int (- 1)),44127
2672,(or (> x y) (>= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),44864
2673,(and (<= y (f y x)) (<= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),45733
2674,(or (>= (- y x) x) (> x y)),unknown,48932
2675,(or (> (f x x) (- (f x x) x)) (<= x (- (f x x) x))),(define-fun f ((x Int) (y Int)) Int (* 2 x)),45675
2676,(and (<= (- (+ (f y y) (f y y)) (+ (f y y) (f y y))) (+ (f y y) (f y y))) (< (f y y) (+ (f y y) (f y y)))),(define-fun f ((x Int) (y Int)) Int 1),45173
2677,(or (<= (f x x) (f x x)) (<= (f x x) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),40851
2678,(or (< y x) (< (+ (f y y) y) (+ (f y y) y))),unknown,39060
2679,(or (>= y x) (>= y x)),unknown,40445
2680,(and (>= (+ (f x y) y) (f x y)) (>= (+ (f x y) y) (f x y))),unknown,43984
2681,(and (= (+ y y) x) (= x (+ y y))),unknown,45189
2682,(and (= (- (f x y) (f x y)) (+ (f x y) (f x y))) (<= y (f x y))),unknown,46048
2683,(or (= x y) (= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),45377
2684,(and (> (+ (f y y) (+ y x)) y) (> (f y y) y)),unknown,44528
2685,(or (< x (+ y (+ x y))) (<= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),46578
2686,(or (= (f y x) (f y x)) (< x (f y x))),(define-fun f ((x Int) (y Int)) Int 0),44940
2687,(and (= x x) (<= (f y y) (+ x x))),Timeout,119580
2688,(and (> (- y (f y y)) (- y (f y y))) (= (- y (f y y)) (f y y))),unknown,46270
2689,(and (< x y) (<= (+ (f x y) y) (f x y))),unknown,44132
2690,(or (> (+ (f y y) x) (+ (f y y) x)) (> (+ (f y y) x) (+ (f y y) x))),unknown,43418
2691,(and (= y (f y x)) (= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),40018
2692,(and (= x x) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),38808
2693,(or (< x y) (< x y)),unknown,43842
2694,(and (>= (+ x y) (+ x y)) (= x (+ x y))),unknown,48480
2695,(or (< (- y y) x) (< (- y y) x)),unknown,43553
2696,(or (>= y x) (<= (f x y) (- y x))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),45025
2697,(and (= (f x x) x) (< (f x x) (- y (f x x)))),unknown,47089
2698,(and (< (- (- (f y x) (f y x)) y) x) (<= x y)),unknown,43166
2699,(and (>= (- y (f y x)) x) (<= (- y y) y)),unknown,47105
2700,(and (> (- y y) (- y y)) (< (- y y) (f y x))),unknown,44006
2701,(and (>= x (- x (f x y))) (>= x (- x (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),42051
2702,(and (= x y) (= x y)),unknown,49347
2703,(and (<= y y) (= (+ y y) y)),unknown,48383
2704,(and (< (- (f y y) y) (- (f y y) y)) (< (- (f y y) y) (- (f y y) y))),unknown,47688
2705,(and (> (f y x) (f y x)) (> (f y x) (f y x))),unknown,44663
2706,(or (<= (+ (f x x) x) (+ (f x x) x)) (<= (+ (f x x) x) (+ (f x x) x))),(define-fun f ((x Int) (y Int)) Int 0),43104
2707,(and (>= (f y x) x) (>= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),48999
2708,(or (= (f x y) (+ y y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),51535
2709,(and (= x x) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),49436
2710,(and (= x (f y y)) (= x (f y y))),unknown,77421
2711,(or (= (+ y x) x) (= (+ y x) x)),unknown,43856
2712,(or (<= (+ (f x y) x) x) (<= (+ (f x y) x) x)),(define-fun f ((x Int) (y Int)) Int 0),49407
2713,(and (<= (f y x) y) (>= (- x (f y x)) x)),(define-fun f ((x Int) (y Int)) Int (ite (>= x 0) 0 x)),48143
2714,(and (>= (f x x) (- (- x x) x)) (>= (f x x) (- (- x x) x))),(define-fun f ((x Int) (y Int)) Int (* (- 1) x)),47140
2715,(or (<= x (+ (f y y) y)) (<= x (+ (f y y) y))),unknown,42461
2716,(or (> (f x x) y) (> (f x x) y)),unknown,41204
2717,(and (<= (f x x) (f x x)) (<= (f x x) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),42192
2718,(or (>= (- x y) (f y y)) (= (+ x x) x)),Timeout,120670
2719,(and (< x (+ x y)) (< x (f y y))),unknown,47621
2720,(and (>= (- (+ x y) y) (- (+ x y) y)) (= x (+ x y))),unknown,44095
2721,(and (= (f x y) (- y (f x y))) (= (f x y) (- y (f x y)))),unknown,45333
2722,(and (< (+ y y) (f y y)) (= (- (+ y y) x) (f y y))),unknown,48629
2723,(or (> (+ y y) (+ y y)) (> (+ y y) (+ y y))),unknown,41216
2724,(and (= (+ (f x y) (f x y)) y) (< y (+ (f x y) (f x y)))),unknown,43507
2725,(or (<= (f x y) y) (< y x)),(define-fun f ((x Int) (y Int)) Int y),45597
2726,(or (< x (- x (f y x))) (< x (- x (f y x)))),(define-fun f ((x Int) (y Int)) Int (- 1)),42887
2727,(and (<= (- (f x y) (f x y)) y) (<= (- (f x y) (f x y)) y)),unknown,44852
2728,(and (<= (- (- (f y x) x) x) x) (> (- (f y x) x) (f y x))),unknown,47714
2729,(or (>= x y) (<= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),47009
2730,(and (> (+ (f x x) x) y) (= x y)),unknown,47923
2731,(and (= x (f y x)) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),40374
2732,(and (<= (f y x) (- y x)) (<= y (f y x))),unknown,45343
2733,(and (<= x y) (<= x y)),unknown,44209
2734,(and (< y (+ x (f x y))) (< y (+ x (f x y)))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),47136
2735,(or (= (f y x) (f y x)) (>= x y)),(define-fun f ((x Int) (y Int)) Int 0),43718
