S No., Constraints, Programs, Exec. Time
67,(and (= (f x y) x) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),40978
68,(or (> (+ (f y x) (f y x)) x) (>= (+ (f y x) (f y x)) (+ (+ (f y x) (f y x)) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),43840
69,(and (<= (+ (f x y) x) (f x y)) (= (f x y) (+ (f x y) x))),unknown,45514
70,(and (<= (+ (f x y) (f x y)) (+ (f x y) (f x y))) (> (f x y) (- y (f x y)))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (+ 1 y))) (let ((_let_1 (div _let_0 2))) (ite (>= (+ y (* (- 2) _let_1)) 0) (div (+ 2 y) 2) _let_1)))),48864
71,(and (> x (+ (f y x) y)) (> x (+ (f y x) y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* (- 1) x) y)),44891
72,(or (<= (f x y) (f x y)) (<= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),42302
73,(or (<= y (f y y)) (= (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),43064
74,(and (> x (f y x)) (< y (- (f y x) x))),unknown,44169
75,(and (<= (+ (f x y) (- x x)) (+ (f x y) (- x x))) (<= (+ (f x y) (- x x)) (+ (f x y) (- x x)))),(define-fun f ((x Int) (y Int)) Int 0),40978
76,(and (> x y) (<= y x)),unknown,41426
77,(and (< (+ y x) x) (< (+ y x) x)),unknown,41564
78,(or (<= x (f y y)) (= (+ x (f y y)) (- x (f y y)))),(define-fun f ((x Int) (y Int)) Int 0),44929
79,(and (>= (+ (f y y) y) x) (>= (+ (f y y) y) (f y y))),unknown,42100
80,(and (< y (+ (f y x) (f y x))) (> (f y x) (f y x))),unknown,41413
81,(and (>= (f y y) x) (= (f y y) y)),unknown,42366
82,(or (<= x (+ (f x x) y)) (< y x)),(define-fun f ((x Int) (y Int)) Int 0),46252
83,(or (= x x) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),40339
84,(or (< (f y x) (+ (f y x) y)) (> x (+ (f y x) y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* (- 1) x) y)),47005
85,(and (<= (f x x) (- y (f x x))) (<= (- y (f x x)) (f x x))),unknown,52746
86,(or (= (+ x x) x) (= (+ x x) x)),unknown,47228
87,(or (< (f x y) (+ y y)) (< (f x y) (+ y y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 y))),51865
88,(and (<= y (f y y)) (<= (+ x y) x)),unknown,48867
89,(and (= y (+ x x)) (> x (+ x x))),unknown,52811
90,(or (> x y) (> x y)),unknown,50494
91,(or (> (- (f y x) (f y x)) (- (f y x) (f y x))) (>= y y)),(define-fun f ((x Int) (y Int)) Int 0),44023
92,(and (= (+ x x) y) (= y (+ x x))),unknown,48642
93,(and (< y (f y x)) (>= x x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),48299
94,(or (= (+ (f y y) y) y) (> (+ (f y y) y) y)),(define-fun f ((x Int) (y Int)) Int 0),48813
95,(or (< (- (+ (f y x) (f y x)) x) (- (+ (f y x) (f y x)) x)) (< (- (+ (f y x) (f y x)) x) (- (+ (f y x) (f y x)) x))),unknown,44319
96,(or (< y (+ x y)) (<= x (f y y))),(define-fun f ((x Int) (y Int)) Int 0),50946
97,(and (< (f y y) (+ y y)) (<= x (f y y))),unknown,51469
98,(or (>= (f x y) (f x y)) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int 0),44377
99,(and (> y x) (= (f x y) y)),unknown,43765
100,(and (= y y) (>= (+ (f y y) x) (f y y))),unknown,44593
101,(and (<= x (f y x)) (>= x x)),(define-fun f ((x Int) (y Int)) Int y),44390
102,(or (<= y (+ x (f x x))) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),45420
103,(or (>= (- y (+ x y)) (+ x y)) (= (f x x) x)),(define-fun f ((x Int) (y Int)) Int x),43804
104,(and (> y x) (> y x)),unknown,41641
105,(and (= (- x x) y) (>= (- x x) x)),unknown,45035
106,(and (> (- y (f x x)) y) (> (- y (f x x)) y)),(define-fun f ((x Int) (y Int)) Int (- 1)),43325
107,(and (>= y x) (< (f x x) x)),unknown,43490
108,(and (> x (- y y)) (= y x)),unknown,44603
109,(and (>= x x) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),44597
110,(and (>= y (- x x)) (> (f x y) (f x y))),unknown,43568
111,(and (> y x) (> y x)),unknown,38287
112,(and (>= x (f x x)) (>= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),46451
113,(or (= x (f x y)) (< (- y x) (f x y))),(define-fun f ((x Int) (y Int)) Int x),44190
114,(or (>= (- (f x x) y) (- y y)) (<= (- (f x x) y) y)),(define-fun f ((x Int) (y Int)) Int 0),51623
115,(and (>= (+ (- y x) y) (+ (- y x) y)) (<= (- y x) x)),unknown,42846
116,(or (< y (+ (f x y) x)) (< y (+ (f x y) x))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),43606
117,(or (< y (+ y (f x x))) (> (+ y (f x x)) x)),(define-fun f ((x Int) (y Int)) Int 1),43899
118,(and (> (- y x) x) (<= (- y y) x)),unknown,42518
119,(and (>= x y) (= (+ (f x y) x) (f x y))),unknown,45836
120,(and (< (f x x) x) (<= x (f x x))),unknown,43086
121,(or (>= x y) (= (f y y) (+ (f y y) x))),unknown,50116
122,(and (> (- (- x (f y y)) (- x (f y y))) (- x (f y y))) (< x y)),unknown,42921
123,(or (<= y y) (> (- y x) x)),(define-fun f ((x Int) (y Int)) Int 0),44314
124,(or (< x y) (< x y)),unknown,37604
125,(and (< (f x y) (f x y)) (>= x (+ x (f x y)))),unknown,41979
126,(or (< (+ (f x y) y) x) (<= (+ (f x y) y) (+ (f x y) y))),(define-fun f ((x Int) (y Int)) Int 0),41922
127,(or (= y (- x (f x y))) (= y (- x (f x y)))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),42012
128,(and (> x (f y y)) (>= x y)),unknown,43606
129,(and (= (f y x) y) (>= x x)),(define-fun f ((x Int) (y Int)) Int x),41130
130,(or (= (- (f x x) y) (f x x)) (< (f x x) x)),(define-fun f ((x Int) (y Int)) Int (- x 1)),64699
131,(and (< y (f x x)) (< y (f x x))),unknown,44333
132,(or (> y (- (f x x) x)) (< (- (f x x) x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 x))),43888
133,(and (> (f y x) (f y x)) (> (f y x) (f y x))),unknown,41917
134,(and (< x (+ x x)) (< x (+ x x))),unknown,41665
135,(and (>= (f y x) x) (> x x)),unknown,41914
136,(and (<= (f y x) (- (f y x) y)) (<= (f y x) (- (f y x) y))),unknown,47595
137,(or (> y x) (> x y)),unknown,57145
138,(or (> (f y x) x) (> (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),48384
139,(and (< (f y y) x) (< y (+ x y))),unknown,45864
140,(or (< y (f x x)) (< y (f x x))),unknown,49594
141,(or (<= (- (f y x) x) y) (= (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ x y)),54689
142,(or (> (f x y) x) (<= x (+ (f x y) x))),(define-fun f ((x Int) (y Int)) Int (ite (>= x (- 1)) (+ 1 x) (- 1))),45918
143,(or (<= x (f y y)) (<= x (f y y))),unknown,43178
144,(and (= (f y y) x) (= (f y y) x)),unknown,72860
145,(and (> (- y x) y) (>= y x)),unknown,42518
146,(and (<= x (- (f y x) (f y x))) (<= x (- (f y x) (f y x)))),unknown,43339
147,(or (> (+ x (f y x)) x) (<= (+ x y) y)),(define-fun f ((x Int) (y Int)) Int 1),43411
148,(and (> (f y x) (f y x)) (> (f y x) (f y x))),unknown,37482
149,(or (<= (- x (f y y)) y) (<= (- x (f y y)) y)),unknown,42067
150,(or (= (- (f y y) y) (- x x)) (= (- (f y y) y) (- x x))),(define-fun f ((x Int) (y Int)) Int x),42889
151,(or (<= y (f x x)) (<= y (f x x))),unknown,42281
152,(and (>= x (- y x)) (>= (- y x) x)),unknown,42624
153,(or (= (f x x) x) (< x y)),(define-fun f ((x Int) (y Int)) Int x),43419
154,(and (<= (f x y) y) (<= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),47083
155,(and (< (- x y) y) (= (- x y) (f y y))),unknown,86412
156,(and (<= y x) (<= y x)),unknown,44042
157,(or (= (- x x) (- x x)) (>= x y)),(define-fun f ((x Int) (y Int)) Int 0),41987
158,(or (< (+ x y) (+ x x)) (>= x (+ x x))),unknown,41515
159,(and (>= y x) (>= y x)),unknown,42432
160,(and (< x x) (< (- x x) (- x x))),unknown,47641
161,(and (<= (- (f x y) y) y) (<= (- (f x y) y) y)),(define-fun f ((x Int) (y Int)) Int (* 2 y)),44681
162,(and (<= x (+ y x)) (<= x (+ y x))),unknown,42970
163,(or (> (f y y) (f y y)) (> (f y y) (f y y))),unknown,42665
164,(and (>= y x) (<= x (f y y))),unknown,44092
165,(or (= (+ x x) x) (= (+ x x) x)),unknown,43298
166,(and (<= x (f x x)) (<= x (f x x))),(define-fun f ((x Int) (y Int)) Int x),50077
167,(and (<= (f y x) (- x (f y x))) (>= (- x (f y x)) (- x (f y x)))),(define-fun f ((x Int) (y Int)) Int (div y 2)),46559
168,(or (>= y (- y (f x y))) (= (- y y) y)),(define-fun f ((x Int) (y Int)) Int 0),44565
169,(and (<= (- (f x y) y) y) (<= (- (f x y) y) y)),(define-fun f ((x Int) (y Int)) Int (* 2 y)),41570
170,(and (> (f x x) x) (<= x y)),unknown,45040
171,(or (> y (- y (f x y))) (> y (- y (f x y)))),(define-fun f ((x Int) (y Int)) Int 1),42476
172,(or (= (f x x) (f x x)) (= (f x x) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),37844
173,(and (= (f x y) x) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),39628
174,(and (>= (f x x) (- (f x x) y)) (>= (f x x) (- (f x x) y))),unknown,42161
175,(or (>= y y) (= y (f y x))),(define-fun f ((x Int) (y Int)) Int 0),42823
176,(or (<= y (+ y (f x x))) (<= y (+ y (f x x)))),(define-fun f ((x Int) (y Int)) Int 0),45332
177,(and (>= (f x y) (f x y)) (< (- y y) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),44024
178,(and (<= (- x (f y x)) (f y x)) (<= (- x (f y x)) (f y x))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (div y 2))) (ite (>= (+ y (* (- 2) _let_0)) 1) (div (+ 1 y) 2) _let_0))),45248
179,(or (> x x) (= (f x x) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),42836
180,(and (> (f x x) (+ (f x x) x)) (> (f x x) (+ (f x x) x))),unknown,42884
181,(or (> y x) (= y x)),unknown,45177
182,(and (= (f y y) x) (= (f y y) x)),unknown,64954
183,(and (>= x (f x y)) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int x),44414
184,(and (<= y y) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),38626
185,(and (<= (+ (f y x) (+ y x)) (+ y x)) (< (+ y x) (+ y x))),unknown,42949
186,(or (< (+ (- y x) (- y x)) y) (< (+ (- y x) (- y x)) y)),unknown,44127
187,(or (< x y) (< x y)),unknown,38762
188,(and (= (- x (f y x)) y) (= (- x (f y x)) y)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),44378
189,(and (<= y y) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),38530
190,(and (= x (- (+ (f x y) (f x y)) y)) (= x (- (+ (f x y) (f x y)) y))),unknown,47234
191,(and (= (- (f x y) (f x y)) x) (> (f x y) (+ (- (f x y) (f x y)) y))),unknown,45865
192,(and (>= (f x y) (- y y)) (>= (f x y) (- y y))),(define-fun f ((x Int) (y Int)) Int 0),45425
193,(and (>= (+ x x) (+ x x)) (<= (+ y (f y x)) (f y x))),unknown,46898
194,(or (< (f x y) x) (>= y x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),46562
195,(or (> (f y y) y) (> (f y y) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),47010
196,(and (= y y) (> (- x x) x)),unknown,43939
197,(and (< (- (f x y) x) y) (> (f x y) y)),unknown,45075
198,(and (<= x (- (+ y (f y y)) (+ y (f y y)))) (<= x (- (+ y (f y y)) (+ y (f y y))))),unknown,41921
199,(or (< (+ y y) x) (< (+ y y) x)),unknown,42771
200,(or (= (+ (f x x) y) y) (= (+ (f x x) y) y)),(define-fun f ((x Int) (y Int)) Int 0),43306
201,(and (>= (f y x) (f y x)) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),41554
202,(and (> y x) (> y x)),unknown,44205
203,(or (<= (f y y) (- y y)) (<= (f y y) (- y y))),(define-fun f ((x Int) (y Int)) Int 0),44956
204,(or (<= x (+ x x)) (= y x)),unknown,45744
205,(and (= x (+ y x)) (> (+ y x) (+ y x))),unknown,43797
206,(or (<= (- y x) y) (>= y (- y x))),unknown,42781
207,(or (= x (f y x)) (>= (+ y y) y)),(define-fun f ((x Int) (y Int)) Int y),45240
208,(and (= y (+ x (f y x))) (= y (+ x (f y x)))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),40911
209,(or (<= (- x x) x) (= (- x x) y)),unknown,44261
210,(and (> (- (- x y) x) (f y x)) (> (- (- x y) x) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* (- 1) x))),44527
211,(or (= (+ x (f y y)) (f y y)) (>= x (f y y))),Timeout,119894
212,(and (<= (+ (f x x) x) y) (<= (+ (f x x) x) y)),unknown,42650
213,(or (>= x (+ (f y y) (f y y))) (>= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),44694
214,(and (< x (f x y)) (>= y y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),44466
215,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),44078
216,(or (> (+ y y) x) (> (+ y y) x)),unknown,45176
217,(or (< x x) (> (f y x) (- y (f y x)))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (+ 1 x))) (let ((_let_1 (div _let_0 2))) (ite (>= (+ x (* (- 2) _let_1)) 0) (div (+ 2 x) 2) _let_1)))),47099
218,(or (<= x y) (<= x y)),unknown,46342
219,(and (<= (- (+ y y) x) x) (<= (- (+ y y) x) x)),unknown,44944
220,(and (> (f x y) (f x y)) (> (f x y) (f x y))),unknown,48539
221,(and (> (f x x) (- y x)) (>= x y)),unknown,50171
222,(or (>= (f y y) (+ y (f y y))) (>= (f y y) (+ y (f y y)))),unknown,43776
223,(and (= x (f x y)) (<= (- (f x y) (f x y)) y)),unknown,47600
224,(or (>= (- x x) (- x x)) (> (f x x) x)),(define-fun f ((x Int) (y Int)) Int 0),44154
225,(and (= y (f x x)) (= y (f x x))),unknown,49295
226,(and (> (+ (f y y) x) x) (> (+ (f y y) x) x)),(define-fun f ((x Int) (y Int)) Int 1),45125
227,(or (> y x) (= (- (- x y) x) (f y x))),(define-fun f ((x Int) (y Int)) Int (* (- 1) x)),46913
228,(or (<= (f x x) x) (>= (+ y (f x x)) (f x x))),(define-fun f ((x Int) (y Int)) Int x),45657
229,(and (< x (- y (f y x))) (= y x)),unknown,46563
230,(and (<= (f x x) (f x x)) (< (- (f x x) (f x x)) (- (f x x) (f x x)))),unknown,43389
231,(or (< (- y y) (- y y)) (< (- y y) (- y y))),unknown,46946
232,(and (>= (+ y (f y y)) (+ y (f y y))) (< (- y (+ y (f y y))) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x))),48802
233,(or (<= (f x x) (f x x)) (<= (f x x) (f x x))),(define-fun f ((x Int) (y Int)) Int 0),45971
234,(or (<= y (+ (f y y) y)) (<= (+ (f y y) y) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),46103
235,(or (>= (- (f y x) (f y x)) (+ (- (f y x) (f y x)) (- (f y x) (f y x)))) (>= (- (f y x) (f y x)) (+ (- (f y x) (f y x)) (- (f y x) (f y x))))),(define-fun f ((x Int) (y Int)) Int 0),57361
236,(or (>= (f y x) (f y x)) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),42883
237,(or (>= (f y x) y) (>= y (- x x))),(define-fun f ((x Int) (y Int)) Int x),45641
238,(or (>= x (- (- (f y x) (f y x)) y)) (= y (- (f y x) (f y x)))),unknown,45747
239,(and (< x (+ y x)) (= (+ y x) y)),unknown,44935
240,(and (= (- y (f x y)) y) (= (- y (f x y)) y)),(define-fun f ((x Int) (y Int)) Int 0),42625
241,(or (<= (- (f y x) y) (f y x)) (<= y (- y y))),(define-fun f ((x Int) (y Int)) Int x),45811
242,(and (<= (- y (f x x)) y) (= (+ x (f x x)) x)),(define-fun f ((x Int) (y Int)) Int 0),47046
243,(and (> x (f y y)) (> x (f y y))),unknown,44063
244,(or (< x (f x y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),45882
245,(and (>= (+ y (- x y)) (+ y (- x y))) (>= (+ y (- x y)) (+ y (- x y)))),(define-fun f ((x Int) (y Int)) Int 0),42504
246,(and (<= (- x (f y x)) y) (<= (- x (f y x)) y)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),45134
247,(and (> (- y x) y) (> (- y x) y)),unknown,43125
248,(and (>= (- y (- x (f x y))) (- y (- x (f x y)))) (>= (- y (- x (f x y))) (- y (- x (f x y))))),(define-fun f ((x Int) (y Int)) Int 0),42696
249,(or (<= x (+ x x)) (= x y)),unknown,47575
250,(and (<= y y) (< (f x y) (- (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int (- 1)),44039
251,(and (>= (f x y) x) (< y y)),unknown,42065
252,(or (= y y) (= x y)),(define-fun f ((x Int) (y Int)) Int 0),42054
253,(or (>= (- (f x y) (- y x)) (- (f x y) (- y x))) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int 0),42573
254,(and (< y (f x x)) (>= y (- x x))),unknown,42118
255,(or (<= (f y y) y) (>= x (f y y))),(define-fun f ((x Int) (y Int)) Int x),44378
256,(and (>= (f y x) (+ x (f y x))) (<= (+ x (f y x)) (f y x))),unknown,43162
257,(or (> x (f y y)) (> x (f y y))),unknown,42903
258,(and (= y y) (= y (- (f x x) x))),Timeout,120674
259,(and (< (- (f x y) x) (- (f x y) x)) (< (- (f x y) x) (- (f x y) x))),unknown,42316
260,(and (> (+ x x) y) (> (+ x x) y)),unknown,43543
261,(and (= y (f x x)) (= (+ (f x x) (f x x)) (+ (f x x) (f x x)))),unknown,47241
262,(and (<= (+ x (f y x)) y) (> y (f y x))),(define-fun f ((x Int) (y Int)) Int (ite (>= y 2) (+ x (* (- 1) y)) (+ (- 1) x))),47663
263,(or (<= y (f x x)) (>= (+ x (+ x y)) (+ x (+ x y)))),(define-fun f ((x Int) (y Int)) Int 0),43579
264,(or (>= x (f y y)) (>= x (f y y))),unknown,43666
265,(and (<= (- (f y y) (f y y)) x) (> (f y y) x)),unknown,44844
266,(and (= (f y y) (+ y (- y x))) (= (f y y) (+ y (- y x)))),Timeout,120655
267,(and (< (- x x) (f y y)) (<= (- y y) x)),unknown,47902
268,(and (>= (+ x (f y x)) y) (>= (- y y) (- y y))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),46933
269,(or (<= (+ y (f x y)) (- (f x y) y)) (>= (+ y (f x y)) (+ y (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),43256
270,(or (= (f y x) y) (> (- y (f y x)) (f y x))),(define-fun f ((x Int) (y Int)) Int x),47194
271,(or (<= x y) (<= x y)),unknown,41038
272,(or (> x y) (> x y)),unknown,39521
273,(and (>= y y) (= y x)),unknown,45815
274,(and (= (f x x) y) (> x (- x x))),unknown,45290
275,(and (< y (f y y)) (< y (f y y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),46199
276,(or (< (f y y) y) (< (f y y) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),44664
277,(and (> x (+ (f x x) x)) (> x (+ (f x x) x))),(define-fun f ((x Int) (y Int)) Int (- 1)),44110
278,(and (= (f x y) x) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),37571
279,(or (= x x) (<= x x)),(define-fun f ((x Int) (y Int)) Int 0),44860
280,(and (< x y) (< x y)),unknown,43937
281,(and (>= y (- y y)) (>= y x)),unknown,43952
282,(and (> (- x x) x) (> x (+ y (- x x)))),unknown,44194
283,(or (> y (- (f y x) (f y x))) (> (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),47122
284,(or (< x (f x y)) (> y x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),49161
285,(and (<= (f y y) (f y y)) (<= (f y y) (f y y))),(define-fun f ((x Int) (y Int)) Int 0),45102
286,(or (>= (+ (f x y) x) (f x y)) (>= (+ (f x y) x) (f x y))),unknown,42858
287,(and (<= x y) (<= x y)),unknown,38951
288,(or (>= (f y y) y) (>= (f y y) y)),(define-fun f ((x Int) (y Int)) Int x),46891
289,(and (= x (f y x)) (= y x)),unknown,46481
290,(or (> x y) (> x y)),unknown,40350
291,(and (>= y (- y x)) (>= y (- y x))),unknown,44548
292,(and (> (- y x) y) (> (- y x) y)),unknown,40968
293,(and (= (f y x) y) (< x x)),unknown,42473
294,(or (= y x) (> x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),47500
295,(or (<= y x) (<= y x)),unknown,42700
296,(or (< (- (- y y) (f y x)) (- y y)) (= x y)),(define-fun f ((x Int) (y Int)) Int 1),45593
297,(and (<= (+ (f y y) x) y) (<= (+ (f y y) x) y)),unknown,42933
298,(and (< y y) (< y y)),unknown,38530
299,(or (<= (f y x) (f y x)) (= (f y x) (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int 0),43461
300,(and (> (f x x) (+ y y)) (>= y y)),Timeout,121170
301,(or (<= x (- y x)) (<= (f y y) x)),Timeout,120292
302,(and (< y x) (>= (f y y) (f y y))),unknown,45191
