S No., Constraints, Programs, Exec. Time
71,( and ( >= ( f x y ) y ) ( >= ( f x y ) ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ),unknown,1181464
72,( and ( <= ( + ( f x y ) ( + ( f x y ) y ) ) ( f x y ) ) ( >= ( f x y ) y ) ),unknown,1151546
73,( and ( >= ( f x y ) ( + ( - ( f x y ) ( f x y ) ) ( f x y ) ) ) ( > ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int 1),1168559
74,( and ( = ( f x y ) ( f x y ) ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),1153294
75,( and ( < ( f x y ) x ) ( < ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (ite (>= x 0) (- 1) (+ (- 1) x))),1130992
76,( and ( <= ( f x y ) ( f x y ) ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),1201248
77,( and ( > x ( f x y ) ) ( > ( f x y ) ( f x y ) ) ),unknown,1199203
78,( and ( = x ( f x y ) ) ( <= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),1155312
79,( and ( = ( + ( + ( + ( f x y ) x ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ( < ( + y ( f x y ) ) ( f x y ) ) ),unknown,1194290
80,( or ( <= ( f x y ) ( f x y ) ) ( >= ( + x ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int 0),1135987
81,( or ( > ( f x y ) ( f x y ) ) ( >= ( f x y ) ( - x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (div x 2))) (ite (>= (+ x (* (- 2) _let_0)) 1) (div (+ 1 x) 2) _let_0))),1137678
82,( and ( <= ( f x y ) ( f x y ) ) ( <= ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int 0),1123599
83,( or ( >= ( f x y ) y ) ( = ( f x y ) ( + ( f x y ) ( + x ( f x y ) ) ) ) ),(define-fun f ((x Int) (y Int)) Int y),1127231
84,( or ( = x ( f x y ) ) ( < ( f x y ) ( - x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int x),1199035
85,( and ( < x ( f x y ) ) ( < ( f x y ) ( f x y ) ) ),unknown,1136463
86,( and ( <= y ( f x y ) ) ( < ( f x y ) ( - ( - ( + ( f x y ) ( - ( f x y ) ( - ( f x y ) ( + ( f x y ) x ) ) ) ) ( f x y ) ) ( f x y ) ) ) ),unknown,1204932
87,( and ( < ( f x y ) x ) ( <= ( f x y ) ( - ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (ite (>= x 1) 0 (+ (- 1) x))),1125858
88,( or ( > ( f x y ) x ) ( < ( f x y ) ( - ( f x y ) y ) ) ),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),1138133
89,( and ( <= ( f x y ) x ) ( < y ( f x y ) ) ),unknown,1233824
90,( or ( < ( + ( f x y ) x ) ( f x y ) ) ( = ( + ( f x y ) ( f x y ) ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int 0),1190088
91,( and ( = y ( f x y ) ) ( > x ( f x y ) ) ),unknown,1280912
92,( and ( = ( f x y ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int 0),1157363
93,( and ( >= ( f x y ) x ) ( = ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),1132467
94,( and ( >= ( f x y ) ( f x y ) ) ( <= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int x),1156659
95,( and ( > ( f x y ) ( f x y ) ) ( <= ( f x y ) x ) ),unknown,1183705
96,( and ( > ( f x y ) ( + ( f x y ) ( + ( f x y ) ( - ( f x y ) ( - y ( f x y ) ) ) ) ) ) ( < ( + ( - ( - ( f x y ) ( + ( f x y ) y ) ) ( f x y ) ) ( f x y ) ) ( f x y ) ) ),unknown,1361449
97,( and ( <= y ( f x y ) ) ( < x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (ite (>= (+ x (* (- 1) y)) (- 1)) (+ 1 x) y)),1220426
98,( or ( >= ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) ( + x ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int 0),1336727
99,( or ( >= ( f x y ) ( + ( f x y ) ( + ( f x y ) ( f x y ) ) ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int 0),1361385
100,( or ( > ( + ( f x y ) ( f x y ) ) ( f x y ) ) ( = y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int 1),1478489
101,( or ( > y ( f x y ) ) ( > ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),1475037
102,( or ( = ( f x y ) x ) ( >= ( f x y ) x ) ),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),1303967
103,( and ( >= ( f x y ) ( f x y ) ) ( = ( f x y ) ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int 0),1259417
104,( or ( < x ( f x y ) ) ( >= y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),1181835
105,( or ( = x ( f x y ) ) ( >= x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int x),1123288
106,( and ( >= ( f x y ) ( f x y ) ) ( < y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),1114261
107,( and ( >= y ( f x y ) ) ( >= ( f x y ) ( - ( - ( f x y ) ( + ( f x y ) ( f x y ) ) ) ( f x y ) ) ) ),unknown,1117244
108,( and ( < y ( f x y ) ) ( > ( f x y ) ( + ( f x y ) y ) ) ),unknown,1114137
109,( and ( = ( f x y ) ( f x y ) ) ( < ( - ( f x y ) x ) ( f x y ) ) ),unknown,1121766
110,( or ( >= ( f x y ) ( - ( - ( f x y ) x ) ( f x y ) ) ) ( > y ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (* (- 1) x)),1124760
111,( and ( >= y ( f x y ) ) ( = ( f x y ) x ) ),unknown,1112167
112,( and ( < ( - ( f x y ) ( + y ( f x y ) ) ) ( f x y ) ) ( >= ( f x y ) ( - ( - ( f x y ) ( - x ( f x y ) ) ) ( f x y ) ) ) ),unknown,1108017
113,( or ( <= ( f x y ) x ) ( = ( f x y ) ( + ( f x y ) ( f x y ) ) ) ),(define-fun f ((x Int) (y Int)) Int (ite (>= x (- 1)) (- 1) x)),1128590
114,( and ( = y ( f x y ) ) ( < ( f x y ) ( + x ( f x y ) ) ) ),unknown,1128407
115,( or ( < ( f x y ) ( - ( f x y ) ( f x y ) ) ) ( < x ( f x y ) ) ),(define-fun f ((x Int) (y Int)) Int (- 1)),1120355
116,( and ( < ( + ( + x ( f x y ) ) ( f x y ) ) ( f x y ) ) ( >= ( f x y ) ( - x ( f x y ) ) ) ),unknown,1122199
117,( and ( > ( f x y ) ( + y ( f x y ) ) ) ( = x ( f x y ) ) ),unknown,1115458
118,( and ( <= ( f x y ) y ) ( <= x ( f x y ) ) ),unknown,1181592
119,( and ( <= y ( f x y ) ) ( > ( f x y ) ( + x ( f x y ) ) ) ),unknown,1157840
