S No., Constraints, Programs, Exec. Time
1432,(or (>= x (+ (f x x) (f x x))) (>= (+ (f x x) (f x x)) y)),(define-fun f ((x Int) (y Int)) Int (ite (and (= x y) (not (>= (+ y (* (- 2) (div (+ 1 y) 2))) 0))) (div (+ (- 1) y) 2) (div (+ 1 x) 2))),122144
1433,(and (>= (+ (f y x) (f y x)) (f y x)) (<= (f y x) (+ (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),119252
1434,(and (>= (f y y) y) (<= (- x (+ y y)) (f y y))),n,114449
1435,(or (<= (- x (f y x)) (+ (f y x) x)) (<= (- x (f y x)) (+ (f y x) x))),(define-fun f ((x Int) (y Int)) Int 0),115391
1436,(and (<= (- x y) x) (<= (- x y) x)),n,105538
1437,(or (< (- x y) y) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),101064
1438,(or (= y y) (> (f y x) x)),(define-fun f ((x Int) (y Int)) Int 0),110352
1439,(and (<= x (+ (+ (f x x) x) y)) (<= x (+ (+ (f x x) x) y))),n,104500
1440,(and (> (f y y) (f y y)) (> x x)),n,106885
1441,(and (< y (- x x)) (< y (- x x))),n,104865
1442,(or (>= (f x x) (f x x)) (> x (- (f x x) (- y (f x x))))),(define-fun f ((x Int) (y Int)) Int 0),110249
1443,(or (>= (f x y) (+ x x)) (= y (+ x x))),(define-fun f ((x Int) (y Int)) Int (* 2 x)),113343
1444,(and (>= x x) (>= y (+ (f y y) x))),n,111438
1445,(or (= (f y x) (f y x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),105678
1446,(and (= (+ (f y y) x) (- x x)) (<= y y)),Timeout,146503
1447,(or (< (f y x) y) (< (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),105781
1448,(or (= (- (+ y x) y) y) (= y x)),n,110445
1449,(and (>= x (f x x)) (< x (f x x))),n,104332
1450,(or (> (+ x x) y) (< (+ x x) (+ x x))),n,107981
1451,(and (< (f x x) (+ (f x x) x)) (< (f x x) (+ (f x x) x))),n,105139
