S No., Constraints, Programs, Exec. Time
47,(or (< (f y x) (+ (f x y) y)) (> x (+ (f x y) y))),(define-fun f ((x Int) (y Int)) Int (- y 1)),85943
48,(and (<= (f y x) (f x y)) (<= (f y x) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),56959
49,(and (>= (f x y) y) (>= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),50846
50,(and (= (f y x) x) (>= (f y x) (- (+ (f y x) y) (f y x)))),unknown,52178
51,(or (<= y (f y x)) (= (f x y) (- y y))),(define-fun f ((x Int) (y Int)) Int x),48036
52,(or (= x (f y x)) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),41253
53,(and (<= (+ (f y x) x) y) (< (+ (f y x) x) (+ (f y x) x))),unknown,45678
54,(or (< x (- (f x y) (f x y))) (> (+ x (f y x)) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),48161
55,(and (<= (f y x) y) (<= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),49345
56,(and (<= (f x y) (f x y)) (= (+ (f y x) (f x y)) (+ (f y x) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),47184
57,(and (= (- y x) (- y x)) (> y (+ (f y x) (- y x)))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),48565
58,(and (> x x) (>= (f x y) (f y x))),unknown,51242
59,(and (= (f x y) x) (<= (+ (- x y) y) (- x y))),unknown,50893
60,(and (= (+ (- (f y x) (f x y)) (f y x)) x) (>= (f y x) (f x y))),Timeout,125211
61,(or (= (- (- x (f y x)) (- x (f y x))) (f x y)) (= (- (- x (f y x)) (- x (f y x))) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),44878
62,(and (= x (- (- (f x y) x) (- (f x y) x))) (>= y (f x y))),unknown,52267
63,(or (> (- (f x y) (f y x)) (- (f y x) (f y x))) (> x (f y x))),(define-fun f ((x Int) (y Int)) Int (- y 1)),86055
64,(or (> (f y x) (f y x)) (> (f y x) (f y x))),unknown,49384
65,(and (>= y x) (= y (f x y))),unknown,50403
66,(and (= x (f y x)) (= (+ x (f y x)) x)),unknown,55060
67,(or (= (f y x) (+ x (f x y))) (= (f y x) (+ x (f x y)))),unknown,62658
68,(or (>= (f x y) (f y x)) (< y x)),(define-fun f ((x Int) (y Int)) Int y),60471
69,(or (< x (f x y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),54400
70,(or (= (f x y) (f y x)) (> (f x y) (- x (f y x)))),(define-fun f ((x Int) (y Int)) Int 1),54094
71,(or (< y (f y x)) (>= y (f y x))),(define-fun f ((x Int) (y Int)) Int 0),45400
72,(or (= (f y x) (- x (f x y))) (= (f y x) (- x (f x y)))),unknown,57654
73,(and (< (+ (f x y) (f x y)) (+ (f x y) (f x y))) (< (+ (f x y) (f x y)) (+ (f x y) (f x y)))),unknown,48740
74,(or (> (+ x (f y x)) x) (>= y x)),(define-fun f ((x Int) (y Int)) Int 1),48891
75,(and (< (f y x) (f y x)) (< (f y x) (f y x))),unknown,47759
76,(or (< x (f y x)) (<= x (- (f x y) x))),(define-fun f ((x Int) (y Int)) Int (+ x x)),63230
77,(or (<= x (f y x)) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),50876
78,(and (< (f x y) y) (> (+ (f x y) (f y x)) (+ (f x y) (f y x)))),unknown,56151
79,(or (= (f y x) y) (> x (f y x))),(define-fun f ((x Int) (y Int)) Int x),47848
80,(and (< (+ y x) (f x y)) (< (+ y x) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x y)),48592
81,(and (>= (- (f x y) (f y x)) (- (f x y) (f y x))) (>= (- (f x y) (f y x)) (- (f x y) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),47965
82,(or (< y (- y (f y x))) (< y (- y (f y x)))),(define-fun f ((x Int) (y Int)) Int (- 1)),50521
83,(or (<= x (f y x)) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),42937
84,(or (< y (+ (f y x) x)) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),45969
85,(or (< (f x y) x) (= y x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),48172
86,(and (>= (- x (f y x)) (f y x)) (>= (f x y) x)),unknown,53252
87,(and (>= (f y x) (f x y)) (>= (f y x) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),61986
88,(or (> (- x (f x y)) x) (<= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),53688
89,(or (> (f x y) x) (> (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),48500
90,(and (>= (f y x) (f y x)) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),47364
91,(or (<= x (+ (f y x) (f y x))) (<= x (+ (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (div y 2))) (ite (>= (+ y (* (- 2) _let_0)) 1) (div (+ 1 y) 2) _let_0))),53566
92,(or (<= (f y x) (f y x)) (<= (+ (f y x) (f y x)) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),50141
93,(or (= (f x y) y) (= x y)),(define-fun f ((x Int) (y Int)) Int y),47981
94,(and (> x (- (f x y) (f x y))) (> x (- (f x y) (f x y)))),unknown,46691
95,(or (= (+ (f y x) y) (+ (f y x) y)) (< (+ (f y x) y) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),47688
96,(and (= y y) (< (f x y) (+ y y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 y))),50814
97,(and (<= (+ y (f x y)) (f y x)) (<= (+ y (f x y)) (f y x))),unknown,68691
98,(or (<= y (f y x)) (< (- y y) (f y x))),(define-fun f ((x Int) (y Int)) Int (ite (>= x 1) x 0)),54751
99,(and (= (+ x (f y x)) y) (= (+ x (f y x)) y)),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),49440
100,(or (= y (f x y)) (<= (- y (f x y)) y)),(define-fun f ((x Int) (y Int)) Int y),47860
101,(or (< (f x y) (- (f y x) x)) (<= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),60324
102,(or (= (- (f x y) (f x y)) y) (= (- (f x y) (f x y)) y)),unknown,50265
103,(and (> y (f x y)) (<= x y)),unknown,48099
104,(or (<= (f y x) (- x y)) (<= (f y x) (- x y))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),48167
105,(or (<= x x) (<= (- (+ (f y x) (f y x)) x) (+ (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),46180
106,(or (>= (f y x) (+ (f x y) x)) (> (+ (f x y) x) y)),(define-fun f ((x Int) (y Int)) Int x),53915
107,(or (> (f x y) y) (<= (f x y) (- y y))),(define-fun f ((x Int) (y Int)) Int 0),53303
108,(or (>= (f y x) x) (>= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),51807
109,(and (> x (- (f y x) x)) (> x (- (f y x) x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 y))),52005
110,(and (> (f y x) y) (< (f y x) y)),unknown,52437
111,(and (>= (f y x) x) (>= x (- (f x y) y))),unknown,52877
112,(and (= (- (f x y) (f x y)) x) (> x (f x y))),unknown,77517
113,(or (>= x x) (= y (f x y))),(define-fun f ((x Int) (y Int)) Int 0),52671
114,(or (>= (- (f y x) x) (- y x)) (>= (- (f y x) x) (- y x))),(define-fun f ((x Int) (y Int)) Int x),47884
115,(or (= (f x y) (+ x y)) (>= (+ x y) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ x y)),66429
116,(or (>= (f x y) (- x y)) (>= (f x y) (- x y))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),50435
117,(or (> (f x y) (- x (f y x))) (= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),47136
118,(and (= x (f x y)) (= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),41474
119,(and (<= (- (f x y) y) y) (<= (- (f x y) y) y)),(define-fun f ((x Int) (y Int)) Int (* 2 y)),49506
120,(or (= (+ (f x y) y) y) (> (+ (f x y) y) (+ (f x y) y))),(define-fun f ((x Int) (y Int)) Int 0),46315
121,(or (<= y (f y x)) (< (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int x),51865
122,(or (<= (f x y) (+ (f x y) x)) (<= (f x y) (+ (f x y) x))),unknown,54095
123,(and (<= (f y x) y) (> (f y x) (f x y))),unknown,48579
124,(and (<= (f x y) x) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),47415
125,(or (< x (f x y)) (= x (+ (- y (f x y)) (f x y)))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),51473
126,(or (<= x (+ y (f y x))) (<= (f x y) (+ y (f y x)))),(define-fun f ((x Int) (y Int)) Int (- 0 x)),109803
127,(or (<= (f y x) (+ (+ (f x y) x) y)) (<= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),49820
128,(and (< y (+ (f x y) x)) (< y (+ (f x y) x))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),49717
129,(and (>= x (f x y)) (>= (f y x) (- x (f x y)))),unknown,57358
130,(or (= (f x y) (f x y)) (>= (f x y) y)),(define-fun f ((x Int) (y Int)) Int 0),51662
131,(and (> (f y x) x) (> (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),44722
132,(and (> x (+ (f y x) (f x y))) (> x (+ (f y x) (f x y)))),Timeout,123469
133,(and (<= (f x y) (f x y)) (<= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),48252
134,(or (= (f x y) x) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),42820
135,(or (> x (+ (f y x) (f x y))) (> x (+ (f y x) (f x y)))),Timeout,123835
136,(and (<= (f y x) (f x y)) (>= x y)),unknown,50710
137,(or (>= y (- (f y x) (f y x))) (< (- y x) (- y x))),unknown,47635
138,(or (<= (f y x) x) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),51452
139,(and (= (- x (- (f y x) (f x y))) y) (> (f x y) y)),(define-fun f ((x Int) (y Int)) Int (+ y 1)),67535
140,(and (>= (- (f x y) x) y) (>= (- (f x y) x) y)),(define-fun f ((x Int) (y Int)) Int (+ x y)),49270
141,(and (= (f y x) x) (>= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),48677
142,(or (= y (- (f x y) x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),47038
143,(and (> (f x y) (f y x)) (>= y x)),unknown,49131
144,(and (= (- (f x y) (f y x)) x) (= (- (f x y) (f y x)) x)),unknown,74887
145,(and (< (f x y) (- x (f y x))) (< (f x y) (- x (f y x)))),Timeout,132694
146,(or (>= (f x y) y) (>= y y)),(define-fun f ((x Int) (y Int)) Int 0),48639
147,(and (< y (f y x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),44866
148,(or (>= (+ (f x y) x) x) (>= (+ (f x y) x) x)),(define-fun f ((x Int) (y Int)) Int 0),47457
149,(and (>= (+ x (- (f x y) y)) (f y x)) (> y (f y x))),Timeout,124718
150,(or (<= (f y x) (+ x (f x y))) (<= (f y x) (+ x (f x y)))),unknown,62437
151,(and (<= (f x y) (f x y)) (<= (- (f y x) (f x y)) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),61340
152,(and (> (f x y) (f y x)) (> (f x y) (f y x))),unknown,52646
153,(and (> x (f y x)) (< y (f x y))),unknown,49583
154,(or (< x (+ (f x y) (f x y))) (<= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),46907
155,(and (<= (- (f y x) (f y x)) (- (f y x) (f y x))) (<= (- (f y x) (f y x)) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),46523
156,(or (>= (f x y) (f x y)) (>= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),44143
157,(and (> x (f x y)) (> y (f x y))),(define-fun f ((x Int) (y Int)) Int (ite (>= (+ x (* (- 1) y)) 0) (+ (- 1) y) (+ (- 1) x))),50464
158,(and (< (f x y) (f x y)) (> y (- (f x y) y))),unknown,48159
159,(and (> (f x y) y) (>= (+ (- y x) (f y x)) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),79674
160,(or (< x (f y x)) (> x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),53586
161,(or (> (+ (f y x) (f y x)) (f y x)) (= (+ (f y x) (f y x)) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),48735
162,(and (<= y (f x y)) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),49166
163,(and (> x (f x y)) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),51339
164,(or (>= (f x y) (f x y)) (> (f x y) x)),(define-fun f ((x Int) (y Int)) Int 0),48284
165,(and (< (- y (f x y)) x) (< (- y (f x y)) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),49318
166,(and (<= (f x y) (- (f x y) x)) (<= (- y (f x y)) (f y x))),Timeout,123619
167,(or (<= (f y x) (- (f x y) (f x y))) (<= (f y x) x)),(define-fun f ((x Int) (y Int)) Int 0),51114
168,(or (<= x (f y x)) (= (- y (f x y)) (f y x))),(define-fun f ((x Int) (y Int)) Int y),52155
169,(and (< x (f x y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),48584
170,(and (< (f y x) (f y x)) (< (f y x) (f y x))),unknown,42994
171,(and (> y (- y x)) (= (f y x) y)),unknown,49838
172,(and (<= y (- (+ y (f y x)) (f x y))) (<= y (- (+ y (f y x)) (f x y)))),(define-fun f ((x Int) (y Int)) Int 1),63817
173,(and (> (f x y) (+ y x)) (= (f x y) (f y x))),Timeout,129112
174,(or (>= (- (f x y) (f x y)) y) (<= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),47031
175,(or (< (+ (f y x) y) (- (+ (f y x) y) (+ (f y x) y))) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),47371
176,(and (> (f x y) (- (f y x) (f y x))) (> (f x y) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 1),51866
177,(and (>= (+ (f x y) (- (f y x) (f y x))) (- (f y x) (f y x))) (>= (+ (f x y) (- (f y x) (f y x))) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),48149
178,(and (>= x (- (f y x) y)) (>= x (- (f y x) y))),(define-fun f ((x Int) (y Int)) Int (+ x y)),49769
179,(and (= (+ x x) (+ x x)) (>= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),48636
180,(and (= (+ x y) (f y x)) (= (+ x y) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ x y)),49104
181,(or (= x (f y x)) (> y (+ y (f x y)))),(define-fun f ((x Int) (y Int)) Int y),58806
182,(and (< (f x y) x) (< (f x y) (f x y))),unknown,54160
183,(and (<= (f y x) (+ (f y x) (f x y))) (> x (f y x))),unknown,53734
184,(and (>= (+ (- (f x y) x) (- (f x y) x)) (f x y)) (>= (+ (- (f x y) x) (- (f x y) x)) (f x y))),(define-fun f ((x Int) (y Int)) Int (* 2 x)),53533
185,(or (>= (- y (f y x)) (- y (f y x))) (>= (- y (f y x)) (- y (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),59985
186,(or (> (f y x) (+ (f x y) (f x y))) (> (f y x) (+ (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int (- 0 1)),81988
187,(and (<= (- (f x y) x) x) (= y y)),(define-fun f ((x Int) (y Int)) Int (* 2 x)),54947
188,(or (< y (- (f x y) (f x y))) (< y (- (f x y) (f x y)))),unknown,49106
189,(or (>= (f y x) x) (> (f x y) y)),(define-fun f ((x Int) (y Int)) Int x),48465
190,(and (<= (f x y) (f x y)) (<= x (+ (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (div y 2))) (ite (>= (+ y (* (- 2) _let_0)) 1) (div (+ 1 y) 2) _let_0))),51015
191,(or (>= (f y x) (+ (+ (f x y) y) y)) (< (+ (f x y) y) y)),(define-fun f ((x Int) (y Int)) Int (- 0 1)),91570
192,(or (<= (f y x) (+ y x)) (<= (f y x) (+ y x))),(define-fun f ((x Int) (y Int)) Int (+ x y)),49259
193,(and (= (f y x) (f y x)) (< (f y x) (+ x x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 y))),48152
194,(and (= (f x y) (f y x)) (< (+ (f y x) (f y x)) (+ (f y x) (f y x)))),unknown,46685
195,(or (< (f x y) y) (< (f x y) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),51872
196,(and (> y (f x y)) (> x (- y y))),unknown,47747
197,(and (> (f y x) (+ x (f y x))) (> (f y x) (+ x (f y x)))),unknown,46870
198,(and (>= (f x y) y) (= (+ (f x y) (+ (f x y) y)) y)),unknown,49348
199,(or (= (+ x (f x y)) (f y x)) (= (+ x (f x y)) (f y x))),unknown,59182
200,(and (< (f x y) x) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),49956
201,(and (= (- y (f y x)) (- y (f y x))) (< x x)),unknown,49816
202,(and (<= (f y x) (- (f y x) (f y x))) (>= y y)),(define-fun f ((x Int) (y Int)) Int 0),50794
203,(or (>= (- x y) (f y x)) (>= (- x y) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),51483
204,(and (>= (f y x) x) (>= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),54618
205,(and (= (f y x) x) (= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),50392
206,(or (>= (f x y) (f y x)) (>= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),59866
207,(or (< y (f y x)) (>= (+ (f x y) x) y)),(define-fun f ((x Int) (y Int)) Int (- y x)),81266
208,(and (= x (f y x)) (> (f y x) (+ x x))),unknown,48292
209,(and (<= (f x y) (f y x)) (<= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),53786
210,(and (< x (f y x)) (< x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),50917
211,(and (>= (f x y) x) (> (f x y) y)),(define-fun f ((x Int) (y Int)) Int (ite (>= (+ x (* (- 1) y)) 2) x (+ 1 y))),49958
212,(or (>= (f y x) (f x y)) (<= (+ (f x y) (f y x)) y)),(define-fun f ((x Int) (y Int)) Int 0),55663
213,(and (<= x (f x y)) (<= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),45446
214,(or (= (- y (f x y)) (f y x)) (<= (- y (f x y)) x)),Timeout,123016
215,(and (< (f x y) x) (< x (f x y))),unknown,48640
216,(or (< (+ (f x y) (f y x)) (+ (f x y) (f y x))) (< (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),49397
217,(or (<= (+ (+ (f x y) (f y x)) (f x y)) (f x y)) (>= x x)),(define-fun f ((x Int) (y Int)) Int 0),47371
218,(and (= (f y x) x) (= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),40827
219,(or (< (f y x) (f y x)) (<= (+ x (f y x)) (f x y))),unknown,61032
220,(or (= y (f y x)) (> y (f y x))),(define-fun f ((x Int) (y Int)) Int x),50107
221,(or (>= (f x y) y) (<= (f x y) (- (f x y) (f y x)))),(define-fun f ((x Int) (y Int)) Int y),51989
222,(or (<= x y) (>= (- x x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),50332
223,(or (>= x (f x y)) (>= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),51135
224,(or (< (f x y) (f y x)) (>= x y)),(define-fun f ((x Int) (y Int)) Int x),54348
225,(and (>= (f x y) x) (>= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),51398
226,(and (>= (- y (f y x)) x) (<= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),51788
227,(or (= (f x y) (- (f x y) (+ x x))) (= (f x y) (- (f x y) (+ x x)))),unknown,53142
228,(and (= y (f y x)) (= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),50053
229,(and (> (f x y) x) (> (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),52489
230,(or (>= (f y x) y) (< y (- (+ (f x y) y) y))),(define-fun f ((x Int) (y Int)) Int x),55350
231,(and (>= x (f x y)) (>= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),51775
232,(or (>= (f x y) (f y x)) (> y (f x y))),(define-fun f ((x Int) (y Int)) Int x),53173
233,(and (< (f y x) (f y x)) (< (f y x) (f y x))),unknown,44897
234,(and (< x (f x y)) (< x (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),47645
235,(and (= y (f y x)) (> y (f x y))),unknown,55539
236,(and (= (f x y) y) (= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),45555
237,(and (= (- (f y x) (f y x)) x) (= (- (f y x) (f y x)) x)),unknown,52019
238,(and (= (f y x) (f y x)) (> (+ (f y x) y) y)),(define-fun f ((x Int) (y Int)) Int 1),48500
239,(and (= (+ (f x y) y) x) (= (+ (f x y) y) x)),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),45247
240,(and (>= x (f x y)) (< (f x y) (f x y))),unknown,47623
241,(or (= (f x y) x) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),49145
242,(and (<= (f y x) x) (= (+ y (f y x)) x)),unknown,50422
243,(or (> y (f y x)) (> y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),49787
244,(or (< y (f x y)) (>= (- (f y x) x) (f x y))),(define-fun f ((x Int) (y Int)) Int (+ x y)),64333
245,(or (> (f y x) x) (< (- (f y x) (f y x)) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),53939
246,(and (< x (f x y)) (< (f x y) (f x y))),unknown,51683
247,(and (= y y) (= (+ x y) (+ x (f y x)))),(define-fun f ((x Int) (y Int)) Int x),47437
248,(or (<= (+ (- x y) (- x y)) (f y x)) (<= (+ (- x y) (- x y)) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 2) x) (* 2 y))),49184
249,(and (>= (+ (f x y) x) y) (>= y (f y x))),unknown,55435
250,(and (>= x (f y x)) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),45865
251,(and (>= (f x y) (f y x)) (> (f y x) (- (f x y) (f y x)))),(define-fun f ((x Int) (y Int)) Int 1),55193
