S No., Constraints, Programs, Exec. Time
51756,(and (<= x (f y x)) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),128020
51757,(and (> (f x y) y) (>= y (+ (f y x) (f y x)))),unknown,134135
51758,(and (> (- x (f x y)) x) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int (- 1)),123941
51759,(and (>= y (+ y x)) (>= (f y x) x)),unknown,126565
51760,(or (= x (f y x)) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),119976
51761,(and (< (- (f y x) (f x y)) x) (>= (f y x) (f x y))),unknown,106322
51762,(or (> (+ x x) y) (>= x (+ x x))),unknown,125969
51763,(and (>= (- (f y x) (f y x)) (f x y)) (>= (- (f y x) (f y x)) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),129265
51764,(or (>= (f x y) y) (>= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),115629
51765,(and (= x (f y x)) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),106475
51766,(or (<= x (f y x)) (<= (f y x) (+ (f y x) y))),(define-fun f ((x Int) (y Int)) Int y),137715
51767,(and (>= (f x y) (f y x)) (>= y (+ y (f y x)))),Timeout,155155
51768,(and (<= x y) (>= x (f x y))),unknown,127752
51769,(and (> (+ (f y x) x) x) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int (ite (>= y 2) y 1)),133154
51770,(or (>= (f y x) (+ (f x y) y)) (<= (+ (f y x) y) x)),Timeout,154422
51771,(and (= (f x y) x) (< y (- (f x y) (f x y)))),unknown,126494
51772,(and (> (f x y) y) (> (f x y) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),133489
51773,(and (= (f y x) y) (>= x y)),unknown,124825
51774,(or (> (- (f x y) y) x) (>= (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x y)),130462
51775,(and (< (- y x) (f y x)) (< (- y x) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x (* (- 1) y))),131930
51776,(or (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),114315
51777,(and (>= y (f x y)) (>= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),127158
51778,(and (= y (f y x)) (>= (f x y) y)),Timeout,181696
51779,(and (< (+ (f x y) y) (f x y)) (>= y (f x y))),unknown,136517
51780,(or (> (- y (f x y)) y) (> (- y (f x y)) y)),(define-fun f ((x Int) (y Int)) Int (- 1)),126750
51781,(or (< (f x y) (f x y)) (< (f x y) (f x y))),unknown,134868
51782,(and (<= (f y x) (+ x x)) (<= y x)),unknown,123385
51783,(or (> y (f x y)) (>= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),117183
51784,(and (<= (f y x) x) (>= (- (f y x) x) x)),unknown,131756
51785,(and (= (+ x (f x y)) x) (> (+ x (f x y)) (+ x (f x y)))),unknown,121924
51786,(and (= (f x y) (f x y)) (> x x)),unknown,127084
51787,(or (<= x (f x y)) (<= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),120361
51788,(or (< y (f y x)) (= (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),137792
51789,(or (<= x (f x y)) (<= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),128136
51790,(and (>= (- y (f y x)) (- y (f y x))) (< (- y (f y x)) (- y (f y x)))),unknown,126829
51791,(and (<= (f y x) (f y x)) (= (- x (f y x)) y)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),120503
51792,(or (> (f y x) x) (>= (- (f y x) y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),133092
51793,(and (= y y) (>= (- (f y x) y) (f y x))),unknown,123686
51794,(or (> y x) (< x y)),unknown,127089
51795,(or (= (f x y) (f y x)) (= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),132184
51796,(and (= (- x y) y) (= y (+ (f y x) (f x y)))),unknown,143696
51797,(or (<= x (+ (f y x) x)) (<= (+ y y) (+ y y))),(define-fun f ((x Int) (y Int)) Int 0),122097
51798,(or (< (f x y) x) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),119723
51799,(and (< (f y x) (f x y)) (>= (+ (f x y) y) (+ (f x y) y))),unknown,135678
51800,(and (> (- (+ y x) y) x) (> (- (+ y x) y) x)),unknown,126462
51801,(and (> y (f x y)) (= y x)),unknown,129292
51802,(or (< y y) (> y x)),unknown,99520
51803,(and (> y (f x y)) (> y (f x y))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),109731
51804,(and (>= (- x y) (f y x)) (>= (- x y) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),142604
51805,(or (= x (f y x)) (>= (f x y) (+ (- (f x y) (f y x)) (f x y)))),(define-fun f ((x Int) (y Int)) Int y),134697
51806,(and (>= x (+ y x)) (>= (f y x) (f x y))),Timeout,167016
51807,(and (= (+ (f y x) (+ (f y x) x)) (+ (f y x) (+ (f y x) x))) (= (+ (f y x) (+ (f y x) x)) (+ (f y x) (+ (f y x) x)))),(define-fun f ((x Int) (y Int)) Int 0),160829
51808,(or (> (f y x) x) (> (f y x) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),89691
51809,(and (= y x) (>= y (f y x))),unknown,137258
51810,(and (>= x (f y x)) (< x x)),unknown,126015
51811,(or (>= (+ y y) x) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),128474
51812,(or (<= (f x y) x) (>= (- (f y x) (f x y)) (- (f y x) (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),126524
51813,(and (= x x) (= x x)),(define-fun f ((x Int) (y Int)) Int 0),119260
51814,(and (>= (+ (f y x) y) (- (+ (f y x) y) (+ (f y x) y))) (< x (+ (f y x) y))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (* (- 1) x))) (ite (>= y (- 1)) (+ 1 _let_0 y) _let_0))),91149
51815,(and (> (- y (f x y)) (f x y)) (> (- y (f x y)) (f x y))),(define-fun f ((x Int) (y Int)) Int (div (+ (- 1) y) 2)),134033
51816,(or (>= (f y x) x) (> (f x y) (+ y (f x y)))),(define-fun f ((x Int) (y Int)) Int y),131670
51817,(or (<= y (f x y)) (<= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),120327
51818,(and (< (f y x) (f x y)) (< (f y x) (f x y))),unknown,136352
51819,(or (< (f y x) (+ (f x y) (f x y))) (< (f y x) (+ (f x y) (f x y)))),(define-fun f ((x Int) (y Int)) Int 1),129636
51820,(or (= (f x y) (f y x)) (<= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),125789
51821,(or (= (f y x) y) (= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),93497
51822,(and (<= (f x y) y) (<= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),76658
51823,(and (= (f x y) (f y x)) (>= x (- y (f x y)))),Timeout,134552
51824,(or (> (f x y) (f y x)) (> (f x y) (f y x))),unknown,76657
51825,(or (< (f x y) x) (< (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),72593
51826,(or (<= (- x x) (+ y x)) (<= (- x x) (+ y x))),unknown,74038
51827,(and (>= (f y x) (f y x)) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),76588
51828,(or (<= (f y x) (+ y x)) (= (f x y) (+ y x))),(define-fun f ((x Int) (y Int)) Int (+ y x)),120144
51829,(and (> x (+ (f x y) (f y x))) (> x (+ (f x y) (f y x)))),Timeout,133584
51830,(and (>= (f y x) (f y x)) (= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),123829
51831,(or (<= y (- x x)) (<= y (- x x))),unknown,127898
51832,(and (>= (- (- (f x y) y) y) y) (>= (- (- (f x y) y) y) y)),(define-fun f ((x Int) (y Int)) Int (* 3 y)),139532
51833,(or (<= (f x y) x) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),135229
51834,(and (>= (- (+ x x) (f x y)) (- (+ x x) (f x y))) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),126280
51835,(and (= (f x y) (f x y)) (= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),129466
51836,(or (<= (+ (f y x) y) (f y x)) (= (f y x) (- (f y x) x))),unknown,142851
51837,(or (< (f x y) y) (< (f x y) (- (f y x) x))),Timeout,151117
51838,(and (= (f y x) x) (< (f x y) x)),unknown,131157
51839,(and (< (f x y) (- (f y x) (f x y))) (< (f x y) (- (f y x) (f x y)))),Timeout,157156
51840,(and (<= x (- x x)) (<= x (- x x))),unknown,130307
51841,(or (= x x) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),132453
51842,(and (> (f y x) x) (< y (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),135029
51843,(or (>= x y) (>= x y)),unknown,122458
51844,(or (<= (+ (f x y) x) y) (<= (+ (f x y) x) y)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),129978
51845,(and (>= y (f y x)) (= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int x),135306
51846,(and (>= (f x y) (- (f x y) (f y x))) (>= (f x y) (- (f x y) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),133151
51847,(or (>= (f y x) x) (= (+ (f x y) (f y x)) (f x y))),(define-fun f ((x Int) (y Int)) Int (ite (>= y 0) y (- 1))),140556
51848,(or (<= y (f x y)) (< (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int x),137793
51849,(and (< (+ y y) (- x y)) (<= x x)),unknown,123178
51850,(and (> (- x y) (- x y)) (>= (f y x) (f x y))),unknown,127237
51851,(and (>= (f y x) (f x y)) (>= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),149930
51852,(and (= (f x y) (f x y)) (>= (+ (f x y) x) (+ (f x y) x))),(define-fun f ((x Int) (y Int)) Int 0),129898
51853,(or (< (f y x) (f x y)) (= (+ (f x y) (f x y)) y)),Timeout,155727
51854,(and (= x y) (< y (+ (f x y) (f y x)))),unknown,132990
51855,(and (> (f x y) y) (<= (+ (f y x) x) (+ x (f x y)))),Timeout,154151
51856,(or (<= (f x y) (f y x)) (> (+ (f y x) y) (- x (+ (f y x) y)))),(define-fun f ((x Int) (y Int)) Int 1),148048
51857,(and (= (+ x (f x y)) x) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),114016
51858,(or (<= (- x y) (f y x)) (< (+ (- x y) x) y)),(define-fun f ((x Int) (y Int)) Int (+ (* (- 1) x) y)),138701
51859,(or (> (f x y) (+ y x)) (> (f x y) (+ y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x y)),127939
51860,(or (= (+ (f x y) y) (f x y)) (= (+ (f x y) y) (f x y))),unknown,142305
51861,(and (<= y y) (<= y y)),(define-fun f ((x Int) (y Int)) Int 0),125231
51862,(and (> (f x y) y) (>= (+ (f x y) (f y x)) x)),Timeout,161613
51863,(and (<= (f x y) (f y x)) (>= (+ (f x y) (f x y)) (+ (f x y) (f x y)))),Timeout,153705
51864,(and (< x (f x y)) (< (- (f y x) (f x y)) (f y x))),(define-fun f ((x Int) (y Int)) Int (ite (>= x 1) (+ 1 x) 1)),132966
51865,(or (<= (- (f y x) y) (f x y)) (= (- y (f y x)) (- y (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),128205
51866,(and (< (- x x) x) (<= (f y x) (f y x))),unknown,124217
51867,(or (<= x (f x y)) (>= x y)),(define-fun f ((x Int) (y Int)) Int x),132033
51868,(or (= (+ x y) (- x (f x y))) (= (+ x y) (- x (f x y)))),(define-fun f ((x Int) (y Int)) Int (* (- 1) y)),117214
51869,(or (<= x (f y x)) (<= x (f y x))),(define-fun f ((x Int) (y Int)) Int y),123636
51870,(or (< (f y x) y) (< (f y x) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) x)),132355
51871,(and (< (+ (f y x) (f x y)) (+ (f y x) (f x y))) (< (+ (f y x) (f x y)) (+ (f y x) (f x y)))),unknown,161155
51872,(and (< (+ (- (f x y) x) (f x y)) (+ (- (f x y) x) (f x y))) (> (- (f x y) x) (f y x))),unknown,174976
51873,(or (>= (f y x) x) (= x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),173494
51874,(or (< (f y x) (f x y)) (= (- (f y x) x) x)),Timeout,170497
51875,(and (>= (f x y) (- y y)) (>= y (- y y))),unknown,147487
51876,(and (> (- y (f x y)) (- y (f x y))) (> (- y (f x y)) (- y (f x y)))),unknown,118520
51877,(or (> (- x (f y x)) (f x y)) (> (- x (f y x)) (f x y))),Timeout,152385
51878,(and (>= x (- (f y x) (f y x))) (>= x (- (f y x) (f y x)))),unknown,130811
51879,(or (> (+ (+ (f y x) y) (f x y)) (+ (+ (f y x) y) (f x y))) (> (+ (+ (f y x) y) (f x y)) (+ (+ (f y x) y) (f x y)))),unknown,122216
51880,(or (>= (+ y x) y) (>= (+ y x) y)),unknown,114329
51881,(and (= y y) (= y y)),(define-fun f ((x Int) (y Int)) Int 0),124374
51882,(and (>= (- (f y x) (f y x)) (- (f y x) (f y x))) (>= (- (f y x) (f y x)) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),142021
51883,(or (>= (+ y (f x y)) x) (>= (+ y (f x y)) x)),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),137507
51884,(and (>= x (f x y)) (>= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),132844
51885,(or (<= (f x y) y) (<= (f x y) y)),(define-fun f ((x Int) (y Int)) Int y),114954
51886,(or (< (f x y) (f x y)) (< (f x y) (f x y))),unknown,134035
51887,(or (<= x (- y x)) (< y (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),134756
51888,(or (> (f y x) (f y x)) (<= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),138447
51889,(or (<= x y) (<= x y)),unknown,115519
51890,(and (< (- (+ (f x y) y) x) x) (< (- (+ (f x y) y) x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 x) (* (- 1) y))),134994
51891,(or (<= y y) (>= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),129432
51892,(and (< (+ (f x y) y) (+ (f x y) y)) (< (+ (f x y) y) (+ (f x y) y))),unknown,115525
51893,(and (<= x (f x y)) (<= x (f x y))),(define-fun f ((x Int) (y Int)) Int x),118621
51894,(or (> (+ (f y x) (f x y)) x) (> (+ (f y x) (f x y)) x)),Timeout,161704
51895,(or (>= (- (f x y) (f y x)) x) (<= x (- (f x y) (f y x)))),Timeout,157925
51896,(or (> (f x y) (f x y)) (< y (f x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),138589
51897,(or (< (f y x) (f x y)) (< (f y x) (f x y))),unknown,139313
51898,(and (>= (f x y) (f y x)) (>= (f x y) (f y x))),Timeout,155347
51899,(or (> (- x y) x) (< (f x y) y)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),128752
51900,(and (<= (- (f y x) (f y x)) (f x y)) (<= (f y x) (- (f y x) (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),130787
51901,(and (= y (f y x)) (= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),123556
51902,(and (> x (f y x)) (> x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),131203
51903,(and (<= (- x (f y x)) (f x y)) (<= (- x (f y x)) (f x y))),Timeout,155744
51904,(and (<= (+ (f y x) (+ x (f y x))) (f x y)) (= x y)),unknown,137529
51905,(and (<= y (+ (f y x) (f x y))) (<= (+ (f y x) (f x y)) (f y x))),Timeout,157414
51906,(and (<= (+ y y) x) (<= (+ y y) x)),unknown,124802
51907,(and (< y x) (< y x)),unknown,118880
51908,(and (>= (+ x (f x y)) (- (f y x) (+ x (f x y)))) (>= (+ x (f x y)) (- (f y x) (+ x (f x y))))),Timeout,154764
51909,(or (> y x) (<= (+ y y) x)),unknown,141187
51910,(or (>= y (f x y)) (>= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),131247
51911,(or (> (f y x) (- x y)) (> (f y x) (- x y))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),130125
51912,(or (= x y) (> x (- y (f x y)))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* (- 1) x) y)),138401
51913,(and (< y y) (< y y)),unknown,115179
51914,(and (= (- (f x y) (f y x)) x) (= (- (f x y) (f y x)) x)),unknown,151189
51915,(or (>= y x) (>= (+ (f y x) y) y)),(define-fun f ((x Int) (y Int)) Int 0),169573
51916,(or (> x x) (> (- y y) (f y x))),(define-fun f ((x Int) (y Int)) Int (- 1)),169518
51917,(and (< x x) (>= y (f x y))),unknown,156896
51918,(and (< y y) (= (- x (f x y)) x)),unknown,134629
51919,(and (<= (f x y) x) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int x),141419
51920,(and (<= (+ y (f y x)) x) (< (f x y) (+ y (f y x)))),Timeout,154264
51921,(or (= y (+ (f y x) x)) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),146798
51922,(or (= (f x y) (- x (f x y))) (= (f x y) (- x (f x y)))),unknown,140471
51923,(and (>= y (- (f x y) (f x y))) (= (+ (- (f x y) (f x y)) (f y x)) x)),unknown,131301
51924,(and (= y (f x y)) (<= (f y x) y)),unknown,136132
51925,(and (= y (f y x)) (= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),102311
51926,(or (> x (f x y)) (= (f x y) (f x y))),(define-fun f ((x Int) (y Int)) Int 0),122659
51927,(or (< (f x y) (f y x)) (> (f x y) (f x y))),unknown,120667
51928,(and (= (f y x) (f y x)) (> (f x y) (+ x x))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* 2 x))),147333
51929,(and (= x x) (<= y x)),unknown,143358
51930,(and (= (f x y) (f y x)) (= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),150591
51931,(and (> (f x y) (f x y)) (> (f x y) (f x y))),unknown,125332
51932,(and (<= x y) (> (f x y) y)),unknown,118763
51933,(and (> (f y x) x) (<= (+ x (f y x)) (+ x (f y x)))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),146177
51934,(and (= (f x y) (f y x)) (<= (f y x) x)),Timeout,164977
51935,(or (>= x y) (>= x y)),unknown,137030
51936,(and (<= (- y (f y x)) (- y (f y x))) (<= (- y (f y x)) (- y (f y x)))),(define-fun f ((x Int) (y Int)) Int 0),132349
51937,(or (<= x x) (<= (f x y) (+ y x))),(define-fun f ((x Int) (y Int)) Int 0),135302
51938,(or (> x (- x (f x y))) (>= (+ x x) (f x y))),(define-fun f ((x Int) (y Int)) Int 1),131526
51939,(or (< y (+ y y)) (<= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),138966
51940,(and (= (f y x) y) (= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),128874
51941,(and (> (+ x y) (- (f y x) x)) (> x (f y x))),(define-fun f ((x Int) (y Int)) Int (ite (>= (+ x y) 0) (+ (- 1) y) (+ (- 1) x (* 2 y)))),79127
51942,(or (>= (f x y) (+ (f x y) (f y x))) (< (+ (f x y) (f y x)) (f x y))),(define-fun f ((x Int) (y Int)) Int (- 1)),73911
51943,(and (< y (- x (f y x))) (>= (- x (f y x)) (f y x))),(define-fun f ((x Int) (y Int)) Int (let ((_let_0 (div y 2))) (ite (and (not (>= (+ x (* (- 1) y) _let_0) 0)) (>= (+ y (* (- 2) _let_0)) 0)) _let_0 (+ (- 1) (* (- 1) x) y)))),80627
51944,(and (> (+ (f y x) x) x) (> (+ (f y x) x) x)),(define-fun f ((x Int) (y Int)) Int 1),73960
51945,(or (= (- y (f y x)) x) (> (- (f x y) (f y x)) (- (f x y) (f y x)))),(define-fun f ((x Int) (y Int)) Int (+ x (* (- 1) y))),71039
51946,(and (<= x (+ x (f x y))) (<= (+ x (f x y)) x)),(define-fun f ((x Int) (y Int)) Int 0),75345
51947,(and (= (f x y) x) (= (f x y) x)),(define-fun f ((x Int) (y Int)) Int x),69519
51948,(or (< x (- (f y x) x)) (< (+ x y) (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 (* 2 y))),110198
51949,(or (<= x (f y x)) (> (+ (f y x) y) (+ (f y x) y))),(define-fun f ((x Int) (y Int)) Int y),132239
51950,(or (= (- y y) y) (= (- y y) y)),unknown,137635
51951,(or (> (f x y) x) (= (- y (f y x)) x)),Timeout,167914
51952,(and (< x x) (< x x)),unknown,120404
51953,(or (> x (f y x)) (> x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ (- 1) y)),118394
51954,(or (<= (f y x) y) (< (- y y) y)),(define-fun f ((x Int) (y Int)) Int x),125775
51955,(or (< x (f x y)) (> (f x y) x)),(define-fun f ((x Int) (y Int)) Int (+ 1 x)),128538
51956,(and (> (- (f x y) x) (f y x)) (< (f x y) (f y x))),unknown,140932
51957,(and (< y y) (< y y)),unknown,130667
51958,(or (< (+ (f y x) y) (f y x)) (< (+ (f y x) y) (f y x))),unknown,133604
51959,(or (< x (f y x)) (< x (f y x))),(define-fun f ((x Int) (y Int)) Int (+ 1 y)),123779
51960,(or (>= (f y x) (f y x)) (>= (f y x) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),116329
51961,(or (< (f y x) (- (f x y) y)) (>= (f y x) x)),(define-fun f ((x Int) (y Int)) Int y),141232
51962,(and (= y x) (= y x)),unknown,138452
51963,(or (> (- y y) (- (f x y) (f y x))) (< (f y x) (f y x))),unknown,136953
51964,(or (< (f x y) (f y x)) (< (f x y) (f y x))),unknown,134394
51965,(and (< (- (f x y) x) x) (< (- (f x y) x) x)),(define-fun f ((x Int) (y Int)) Int (+ (- 1) (* 2 x))),152613
51966,(and (= (f x y) (f y x)) (= (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 1),139795
51967,(and (>= (f x y) (f y x)) (< x (- y (f x y)))),Timeout,164727
51968,(or (= y (f x y)) (= y (f x y))),(define-fun f ((x Int) (y Int)) Int y),139091
51969,(and (> (f y x) (- (f y x) (f x y))) (> (f y x) (- (f y x) (f x y)))),(define-fun f ((x Int) (y Int)) Int 1),135445
51970,(and (> (f y x) (f x y)) (<= (f x y) (f x y))),unknown,136122
51971,(or (< (f y x) (f y x)) (< (f y x) (f y x))),unknown,98934
51972,(or (>= (- (+ x (f x y)) (f x y)) y) (>= (- (+ x (f x y)) (f x y)) y)),unknown,120595
51973,(or (< y x) (< y x)),unknown,162605
51974,(and (> x (- x y)) (<= (f y x) (f x y))),unknown,133518
51975,(and (>= (- x x) (f x y)) (= y (f y x))),unknown,94498
51976,(or (>= (f y x) y) (>= (f y x) y)),(define-fun f ((x Int) (y Int)) Int x),125531
51977,(or (>= y (f y x)) (> x (f x y))),(define-fun f ((x Int) (y Int)) Int x),129944
51978,(and (<= (+ (- (f y x) y) y) (- (f y x) y)) (<= (+ (- (f y x) y) y) (- (f y x) y))),unknown,130530
51979,(and (>= y y) (>= y y)),(define-fun f ((x Int) (y Int)) Int 0),125446
51980,(and (<= (+ (f y x) x) (f y x)) (<= (+ (f y x) x) (f y x))),unknown,127384
51981,(or (>= (- x (f y x)) (- x (f y x))) (< (f x y) (f y x))),(define-fun f ((x Int) (y Int)) Int 0),131085
51982,(and (<= (f x y) x) (<= y (f y x))),(define-fun f ((x Int) (y Int)) Int x),132395
51983,(and (>= y (+ y (f x y))) (>= y (+ y (f x y)))),(define-fun f ((x Int) (y Int)) Int 0),129305
51984,(and (<= (f x y) (f y x)) (= (f x y) x)),Timeout,155691
51985,(or (= x (- y y)) (= x (- y y))),unknown,130946
